episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.625,2.5,7.5,-0.5855855835286099,0.75,0.5,100.0,0.15972222222222227,1.25,1.0,100.0,0.7708333333333334,1.25,0.0,0.0,-0.45138888888888895,2.75,1.0,50.0,0.7708333333333334,2.25
200,0.5,2.0,7.0,-0.24528301802207175,0.5,0.5,100.0,0.25,1.0,0.0,0.0,-0.3611111111111111,2.0,1.5,100.0,1.4722222222222223,1.0,0.0,0.0,-0.3611111111111111,3.0
300,0.8125,3.25,8.25,-0.3158878497589237,0.75,0.25,50.0,-0.28125,1.875,1.0,100.0,0.6354166666666667,1.625,0.0,0.0,-0.5868055555555555,3.125,2.0,100.0,1.8576388888888888,1.625
400,0.3125,1.25,6.25,-0.32663316390919417,0.75,0.5,100.0,0.38541666666666674,0.625,0.0,0.0,-0.22569444444444445,1.625,0.75,50.0,0.6909722222222222,1.375,0.0,0.0,-0.22569444444444445,2.625
500,0.875,3.5,8.5,-0.5260115594234354,0.75,0.0,0.0,-0.6319444444444444,2.25,1.0,100.0,0.5902777777777779,1.75,1.5,100.0,1.201388888888889,1.75,1.0,50.0,0.5902777777777779,2.75
600,0.375,1.5,6.5,-0.17333333258240002,0.5,0.0,0.0,-0.2708333333333333,1.25,0.0,0.0,-0.2708333333333333,1.75,1.5,100.0,1.5624999999999998,0.75,0.0,0.0,-0.2708333333333333,2.75
700,0.0625,0.25,5.25,-0.17333332882773322,0.5,0.25,50.0,0.26041666666666674,0.375,0.0,0.0,-0.04513888888888889,1.125,0.0,0.0,-0.04513888888888889,1.625,0.0,0.0,-0.04513888888888889,2.125
800,0.0,0.0,5.0,1.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0
900,0.5,2.0,7.0,-0.17333333277013319,0.5,0.0,0.0,-0.3611111111111111,1.5,0.0,0.0,-0.3611111111111111,2.0,0.0,0.0,-0.3611111111111111,2.5,2.0,100.0,2.083333333333334,1.0
1000,0.5625,2.25,7.25,-0.2846715319465074,0.75,0.25,50.0,-0.1006944444444444,1.375,0.5,50.0,0.20486111111111108,1.625,1.5,100.0,1.4270833333333333,1.125,0.0,0.0,-0.40625,3.125
1100,0.125,0.5,5.5,-0.1733333310805334,0.5,0.0,0.0,-0.09027777777777778,0.75,0.5,50.0,0.5208333333333335,0.75,0.0,0.0,-0.09027777777777778,1.75,0.0,0.0,-0.09027777777777778,2.25
1200,0.25,1.0,6.0,-0.17333333220693325,0.5,0.0,0.0,-0.18055555555555555,1.0,0.0,0.0,-0.18055555555555555,1.5,0.0,0.0,-0.18055555555555555,2.0,1.0,50.0,1.041666666666667,1.5
1300,0.375,1.5,6.5,-0.2846715314964039,0.5,0.5,100.0,0.3402777777777778,0.75,1.0,100.0,0.9513888888888888,0.75,0.0,0.0,-0.27083333333333337,2.25,0.0,0.0,-0.27083333333333337,2.75
1400,0.625,2.5,7.5,-0.22648083562155663,0.5,0.5,100.0,0.15972222222222232,1.25,0.0,0.0,-0.4513888888888889,2.25,0.0,0.0,-0.4513888888888889,2.75,2.0,100.0,1.993055555555556,1.25
1500,0.0,0.0,5.0,1.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0
