episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.745,2.98,7.9799999999999995,-0.22027733475949107,1.0,0.22,44.0,-0.26916666666666655,1.77,0.84,84.0,0.4886111111111112,1.65,0.48,32.0,0.048611111111111105,2.51,1.44,72.0,1.221944444444444,2.05
200,0.605,2.42,7.42,-0.35660847769580806,1.0,0.0,0.0,-0.43694444444444447,1.71,0.88,88.0,0.638611111111111,1.33,0.18,12.0,-0.2169444444444445,2.5300000000000002,1.36,68.0,1.2252777777777777,1.8499999999999999
300,0.7200000000000001,2.8800000000000003,7.880000000000001,0.022222223444444467,0.75,0.44,88.0,0.017777777777777753,1.5000000000000002,0.88,88.0,0.5555555555555556,1.56,1.08,72.00000000000001,0.8,1.86,0.48,24.0,0.06666666666666665,2.96
400,0.64,2.56,7.5600000000000005,-0.19618834020371656,1.0,0.06,12.0,-0.38888888888888884,1.72,0.08,8.0,-0.3644444444444444,2.2,0.42000000000000004,28.000000000000004,0.051111111111111135,2.3600000000000003,2.0,100.0,1.982222222222222,1.28
500,0.405,1.62,6.62,-0.42683420951090256,1.0,0.1,20.0,-0.17027777777777778,1.21,0.0,0.0,-0.2925,1.81,0.72,48.0,0.5874999999999999,1.59,0.8,40.0,0.6852777777777779,2.01
600,0.505,2.02,7.0200000000000005,-0.10372287398498847,1.0,0.2,40.0,-0.12027777777777773,1.31,0.2,20.0,-0.12027777777777773,1.81,0.18,12.0,-0.1447222222222222,2.33,1.44,72.0,1.3952777777777774,1.57
700,0.795,3.18,8.18,-0.38111969899928977,1.0,0.1,20.0,-0.4519444444444443,1.9900000000000002,0.32,32.0,-0.18305555555555547,2.27,1.32,88.0,1.0391666666666666,1.77,1.44,72.0,1.1858333333333335,2.1500000000000004
800,0.29500000000000004,1.1800000000000002,6.180000000000001,0.014731881877999675,1.0,0.2,40.0,0.03138888888888891,0.8900000000000001,0.24,24.0,0.08027777777777775,1.35,0.18,12.0,0.006944444444444461,1.9100000000000001,0.56,28.000000000000004,0.47138888888888897,2.0300000000000002
900,0.48,1.92,6.92,-0.40853658343341004,1.0,0.04,8.0,-0.2977777777777777,1.42,0.4,40.0,0.14222222222222222,1.56,0.6000000000000001,40.00000000000001,0.38666666666666677,1.8599999999999999,0.88,44.0,0.7288888888888888,2.08
1000,0.655,2.62,7.62,-0.35308917951604113,1.0,0.1,20.0,-0.3508333333333333,1.71,0.12,12.0,-0.32638888888888895,2.19,1.2000000000000002,80.00000000000001,0.9936111111111112,1.6099999999999999,1.2,60.0,0.993611111111111,2.1100000000000003
