episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.755,3.02,11.040000000000001,-0.48182165956510836,1.0,0.16,32.0,-0.5245833333333335,2.605,0.8,80.0,0.6487500000000003,2.465,1.02,68.0,1.0520833333333335,2.745,1.04,52.0,1.08875,3.225
200,0.8,3.2,11.400000000000002,-0.21396396314371802,0.75,0.3,60.0,-0.3166666666666666,2.6000000000000005,0.72,72.0,0.4533333333333334,2.6800000000000006,0.8999999999999999,60.0,0.7833333333333332,3.0000000000000004,1.28,64.0,1.48,3.12
300,0.535,2.14,9.28,-0.335047569245535,1.0,0.02,4.0,-0.5429166666666667,2.085,0.44,44.0,0.2270833333333332,2.165,1.2000000000000002,80.00000000000001,1.6204166666666668,1.9049999999999998,0.48,24.0,0.30041666666666655,3.125
400,0.8,3.2,11.4,-0.2287234037651369,1.0,0.48,96.0,0.013333333333333405,2.4200000000000004,0.16,16.0,-0.5733333333333334,3.24,0.72,48.0,0.45333333333333353,3.1800000000000006,1.84,92.0,2.5066666666666673,2.5600000000000005
500,0.42,1.68,8.36,-0.32056194023967155,1.0,0.02,4.0,-0.4183333333333332,1.74,0.96,96.0,1.3049999999999997,1.3,0.54,36.00000000000001,0.5350000000000001,2.2199999999999998,0.16,8.0,-0.16166666666666674,3.1
600,0.435,1.74,8.48,-0.16647173380135194,1.0,0.26,52.0,0.005416666666666729,1.545,0.48,48.0,0.40874999999999984,1.825,0.8400000000000001,56.00000000000001,1.06875,1.9649999999999999,0.16,8.0,-0.17791666666666675,3.145
700,0.67,2.68,10.360000000000001,-0.2259468866037717,1.0,0.4,80.0,0.0075000000000001316,2.1100000000000003,0.68,68.0,0.5208333333333335,2.33,1.44,96.0,1.9141666666666666,2.0700000000000003,0.16,8.0,-0.43249999999999994,3.8500000000000005
800,0.52,2.08,9.16,-0.2764505106384465,0.75,0.28,56.00000000000001,-0.04999999999999999,1.78,0.16,16.0,-0.2700000000000001,2.4,0.8400000000000001,56.00000000000001,0.9766666666666668,2.2199999999999998,0.8,40.0,0.9033333333333335,2.76
900,0.27,1.08,7.16,-0.207190159462036,1.0,0.18,36.0,0.03750000000000002,1.1300000000000001,0.2,20.0,0.07416666666666677,1.61,0.06,4.0,-0.18250000000000002,2.25,0.64,32.0,0.8808333333333334,2.17
1000,0.995,3.98,12.959999999999999,-0.15874176962180453,0.75,0.44,88.0,-0.2712500000000002,3.045,0.76,76.0,0.31541666666666685,3.2249999999999996,1.26,84.0,1.2320833333333334,3.2249999999999996,1.52,76.0,1.7087500000000002,3.465
1100,0.72,2.88,10.76,-0.29130434726465015,1.0,0.46,92.0,0.06333333333333346,2.2,0.68,68.0,0.4666666666666667,2.48,0.06,4.0,-0.6699999999999999,3.6,1.68,84.0,2.3,2.4800000000000004
1200,0.335,1.34,7.68,-0.11096345337786562,1.0,0.4,80.0,0.3704166666666667,1.105,0.24,24.0,0.07708333333333332,1.7650000000000001,0.54,36.00000000000001,0.6270833333333334,1.965,0.16,8.0,-0.06958333333333333,2.845
1300,0.445,1.78,8.559999999999999,-0.24686648338284511,1.0,0.4,80.0,0.25125,1.435,0.68,68.0,0.7645833333333333,1.6549999999999998,0.54,36.00000000000001,0.5079166666666668,2.295,0.16,8.0,-0.18875000000000003,3.175
1400,0.44,1.76,8.52,-0.17073170653831582,1.0,0.4,80.0,0.25666666666666677,1.42,0.12,12.0,-0.25666666666666654,2.2,1.08,72.00000000000001,1.5033333333333334,1.74,0.16,8.0,-0.1833333333333334,3.16
1500,0.29,1.16,7.319999999999999,-0.16642120559689944,0.75,0.4,80.0,0.4191666666666667,0.9699999999999999,0.48,48.0,0.5658333333333333,1.39,0.12,8.0,-0.0941666666666667,2.25,0.16,8.0,-0.020833333333333332,2.71
1600,0.35000000000000003,1.4000000000000001,7.800000000000001,-0.31027857677969806,1.0,0.5,100.0,0.5375,1.05,0.68,68.0,0.8675,1.37,0.06,4.0,-0.2691666666666668,2.49,0.16,8.0,-0.08583333333333329,2.89
