episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.375,1.5,8.75,-0.28467153207510854,0.75,0.5,100.0,0.5954861111111112,1.3125,0.0,0.0,-0.4739583333333333,2.3125,0.0,0.0,-0.4739583333333333,2.8125,1.0,50.0,1.6649305555555558,2.3125
200,0.9375,3.75,14.375,-0.3831041252895493,0.75,0.25,50.0,-0.6501736111111109,3.53125,0.0,0.0,-1.1848958333333333,4.28125,1.5,100.0,2.0234375,3.28125,2.0,100.0,3.092881944444444,3.28125
300,0.9375,3.75,14.375,-0.3831041252895493,0.75,0.25,50.0,-0.6501736111111109,3.53125,0.0,0.0,-1.1848958333333333,4.28125,1.5,100.0,2.0234375,3.28125,2.0,100.0,3.092881944444444,3.28125
400,0.75,3.0,12.5,-0.2846715324609119,0.75,0.5,100.0,0.12152777777777779,2.625,0.5,50.0,0.12152777777777779,3.125,0.0,0.0,-0.9479166666666666,4.125,2.0,100.0,3.329861111111111,2.625
500,0.8125,3.25,13.125,0.038251366985116775,0.5,0.5,100.0,0.042534722222222265,2.84375,1.0,100.0,1.1119791666666665,2.84375,0.75,50.0,0.5772569444444444,3.59375,1.0,50.0,1.1119791666666665,3.84375
600,0.5,2.0,10.0,-0.41935483776780136,0.75,0.5,100.0,0.43750000000000006,1.75,0.5,50.0,0.43750000000000006,2.25,0.0,0.0,-0.6319444444444444,3.25,1.0,50.0,1.5069444444444444,2.75
700,1.0,4.0,15.0,-0.4193548382387393,0.75,0.0,0.0,-1.2638888888888888,4.0,0.5,50.0,-0.19444444444444434,4.0,1.5,100.0,1.9444444444444446,3.5,2.0,100.0,3.0138888888888884,3.5
800,1.0,4.0,15.0,-0.4193548382387393,0.5,0.5,100.0,-0.19444444444444434,3.5,0.0,0.0,-1.2638888888888888,4.5,1.5,100.0,1.9444444444444446,3.5,2.0,100.0,3.0138888888888884,3.5
900,0.625,2.5,11.25,-0.2264808358852899,0.5,0.5,100.0,0.27951388888888884,2.1875,0.0,0.0,-0.7899305555555555,3.1875,0.0,0.0,-0.7899305555555555,3.6875,2.0,100.0,3.487847222222222,2.1875
1000,0.5625,2.25,10.625,-0.19931856865864805,0.75,0.25,50.0,-0.1762152777777778,2.21875,0.0,0.0,-0.7109375,2.96875,0.0,0.0,-0.7109375,3.46875,2.0,100.0,3.5668402777777777,1.96875
1100,1.0,4.0,15.0,-0.4193548382387393,0.5,0.5,100.0,-0.19444444444444434,3.5,0.0,0.0,-1.2638888888888888,4.5,1.5,100.0,1.9444444444444446,3.5,2.0,100.0,3.0138888888888884,3.5
1200,0.375,1.5,8.75,-0.28467153207510854,0.5,0.5,100.0,0.5954861111111112,1.3125,1.0,100.0,1.6649305555555558,1.3125,0.0,0.0,-0.4739583333333333,2.8125,0.0,0.0,-0.4739583333333333,3.3125
1300,0.75,3.0,12.5,-0.2846715324609119,0.75,0.5,100.0,0.12152777777777779,2.625,0.5,50.0,0.12152777777777779,3.125,0.0,0.0,-0.9479166666666666,4.125,2.0,100.0,3.329861111111111,2.625
1400,0.3125,1.25,8.125,-0.22648083553364562,0.5,0.25,50.0,0.13975694444444442,1.34375,0.0,0.0,-0.39496527777777773,2.09375,0.0,0.0,-0.39496527777777773,2.59375,1.0,50.0,1.743923611111111,2.09375
1500,0.625,2.5,11.25,-0.2264808358852899,0.5,0.5,100.0,0.27951388888888884,2.1875,0.0,0.0,-0.7899305555555555,3.1875,0.0,0.0,-0.7899305555555555,3.6875,2.0,100.0,3.487847222222222,2.1875
1600,1.125,4.5,16.25,-0.49787233990104895,0.5,0.0,0.0,-1.4218749999999998,4.4375,1.0,100.0,0.717013888888889,3.9375,1.5,100.0,1.7864583333333333,3.9375,2.0,100.0,2.8559027777777777,3.9375
1700,0.5,2.0,10.0,-0.41935483776780136,0.75,0.5,100.0,0.43750000000000006,1.75,0.5,50.0,0.43750000000000006,2.25,0.0,0.0,-0.6319444444444444,3.25,1.0,50.0,1.5069444444444444,2.75
1800,1.0,4.0,15.0,-0.4193548382387393,0.5,0.5,100.0,-0.19444444444444434,3.5,0.0,0.0,-1.2638888888888888,4.5,1.5,100.0,1.9444444444444446,3.5,2.0,100.0,3.0138888888888884,3.5
1900,0.625,2.5,11.25,-0.2264808358852899,0.5,0.5,100.0,0.27951388888888884,2.1875,0.0,0.0,-0.7899305555555555,3.1875,0.0,0.0,-0.7899305555555555,3.6875,2.0,100.0,3.487847222222222,2.1875
2000,0.625,2.5,11.25,-0.2264808358852899,0.5,0.5,100.0,0.27951388888888884,2.1875,0.0,0.0,-0.7899305555555555,3.1875,0.0,0.0,-0.7899305555555555,3.6875,2.0,100.0,3.487847222222222,2.1875
2100,0.625,2.5,11.25,-0.2264808358852899,0.5,0.5,100.0,0.27951388888888884,2.1875,0.0,0.0,-0.7899305555555555,3.1875,0.0,0.0,-0.7899305555555555,3.6875,2.0,100.0,3.487847222222222,2.1875
