episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley
200,0.22,0.88,5.88,-0.3170731681034018,1.0,0.26,52.0,0.1588888888888889,0.0,0.0,-0.1588888888888889,0.54,36.00000000000001,0.5011111111111111,0.08,4.0,-0.061111111111111116
400,0.925,3.7,8.7,-0.32078351443530373,1.0,0.26,52.0,-0.3502777777777778,0.72,72.0,0.2119444444444445,1.44,96.0,1.0919444444444446,1.28,64.0,0.8963888888888888
600,0.525,2.1,7.1000000000000005,-0.2279990987124021,1.0,0.26,52.0,-0.06138888888888892,0.44,44.0,0.15861111111111106,1.32,88.0,1.2341666666666669,0.08,4.0,-0.2813888888888889
800,0.495,1.98,6.9799999999999995,-0.2846715318237518,1.0,0.26,52.0,-0.03972222222222223,0.0,0.0,-0.3575,1.32,88.0,1.2558333333333334,0.4,20.0,0.13138888888888886
1000,0.75,3.0,7.999999999999999,-0.5054432334319348,1.0,0.48,96.0,0.04499999999999996,0.0,0.0,-0.5416666666666667,1.32,88.0,1.0716666666666665,1.2,60.0,0.9249999999999998
1200,0.61,2.44,7.4399999999999995,-0.08384651731363157,1.0,0.28,56.00000000000001,-0.09833333333333338,0.44,44.0,0.09722222222222224,1.32,88.0,1.172777777777778,0.4,20.0,0.04833333333333337
1400,0.33999999999999997,1.3599999999999999,6.36,-0.5924932937446541,1.0,0.42,84.0,0.2677777777777778,0.0,0.0,-0.24555555555555555,0.54,36.00000000000001,0.4144444444444444,0.4,20.0,0.24333333333333335
1600,0.4650000000000001,1.8600000000000003,6.86,-0.2969786281824802,1.0,0.26,52.0,-0.018055555555555495,0.0,0.0,-0.3358333333333333,1.2000000000000002,80.00000000000001,1.1308333333333334,0.4,20.0,0.15305555555555553
1800,0.29500000000000004,1.1800000000000002,6.180000000000001,-0.44641682760874346,1.0,0.02,4.0,-0.1886111111111111,0.52,52.0,0.4225000000000001,0.24,16.0,0.0802777777777778,0.4,20.0,0.2758333333333334
2000,0.53,2.12,7.12,-0.2026390191125509,0.75,0.02,4.0,-0.35833333333333334,0.04,4.0,-0.3338888888888889,0.30000000000000004,20.000000000000004,-0.01611111111111104,1.76,88.0,1.768333333333333
2200,0.165,0.66,5.66,-0.3223140460102698,1.0,0.02,4.0,-0.09472222222222221,0.0,0.0,-0.11916666666666667,0.24,16.0,0.1741666666666667,0.4,20.0,0.3697222222222223
2400,0.27,1.08,6.08,-0.4971644561533155,1.0,0.4,80.0,0.2938888888888889,0.04,4.0,-0.14611111111111114,0.24,16.0,0.0983333333333333,0.4,20.0,0.29388888888888887
2600,0.28500000000000003,1.1400000000000001,6.14,-0.35710843138043846,1.0,0.26,52.0,0.1119444444444445,0.0,0.0,-0.20583333333333334,0.24,16.0,0.08750000000000002,0.64,32.0,0.576388888888889
2800,0.26,1.04,6.04,-0.22384105814376576,0.75,0.04,8.0,-0.13888888888888887,0.0,0.0,-0.1877777777777778,0.8400000000000001,56.00000000000001,0.8388888888888888,0.16,8.0,0.007777777777777717
3000,0.23,0.92,5.92,-0.27873183315493066,0.75,0.04,8.0,-0.1172222222222222,0.48,48.0,0.4205555555555556,0.24,16.0,0.12722222222222224,0.16,8.0,0.029444444444444454
