episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley
200,0.385,1.54,7.3100000000000005,-0.25764191995950414,1.0,0.24,48.0,0.019097222222222238,0.08,8.0,-0.22534722222222217,0.42000000000000004,28.000000000000004,0.2940972222222222,0.8,40.0,0.8746527777777777
400,0.53,2.12,8.18,-0.34834271298210506,1.0,0.06,12.0,-0.3868055555555555,0.6,60.0,0.4381944444444445,0.42000000000000004,28.000000000000004,0.16319444444444456,1.04,52.0,1.1104166666666668
600,0.515,2.06,8.09,-0.25451435019711055,1.0,0.48,96.0,0.2684027777777778,0.08,8.0,-0.34270833333333334,1.5,100.0,1.8267361111111113,0.0,0.0,-0.46493055555555557
800,0.64,2.56,8.84,-0.35907335812882923,1.0,0.04,8.0,-0.5166666666666666,0.72,72.0,0.5222222222222221,1.32,88.0,1.4388888888888889,0.48,24.0,0.1555555555555556
1000,0.20500000000000002,0.8200000000000001,6.23,-0.4679543422056991,1.0,0.38,76.0,0.3954861111111111,0.08,8.0,-0.06284722222222217,0.36,24.0,0.3649305555555556,0.0,0.0,-0.18506944444444445
1200,0.335,1.34,7.01,-0.2902365865658507,1.0,0.38,76.0,0.278125,0.88,88.0,1.042013888888889,0.0,0.0,-0.30243055555555554,0.08,4.0,-0.18020833333333333
1400,0.29000000000000004,1.1600000000000001,6.74,-0.3123446546066475,1.0,0.14,28.000000000000004,-0.047916666666666594,0.72,72.0,0.8381944444444442,0.30000000000000004,20.000000000000004,0.19652777777777786,0.0,0.0,-0.2618055555555555
1600,0.28500000000000003,1.1400000000000001,6.710000000000001,-0.2025143472360642,0.75,0.14,28.000000000000004,-0.043402777777777686,1.0,100.0,1.270486111111111,0.0,0.0,-0.2572916666666667,0.0,0.0,-0.2572916666666667
1800,0.56,2.24,8.360000000000001,-0.2110091736453159,0.75,0.08,16.0,-0.38333333333333325,0.4,40.0,0.10555555555555557,0.24,16.0,-0.13888888888888884,1.52,76.0,1.8166666666666664
2000,0.205,0.82,6.23,-0.20341880144396218,1.0,0.04,8.0,-0.12395833333333331,0.52,52.0,0.609375,0.18,12.0,0.08993055555555553,0.08,4.0,-0.06284722222222225
2200,0.4700000000000001,1.8800000000000003,7.820000000000001,-0.3220875055857637,1.0,0.34,68.0,0.09513888888888895,0.0,0.0,-0.42430555555555555,1.1400000000000001,76.00000000000001,1.3173611111111114,0.4,20.0,0.1868055555555555
2400,0.215,0.86,6.29,-0.3420479274763266,1.0,0.02,4.0,-0.16354166666666664,0.44,44.0,0.478125,0.24,16.0,0.17256944444444444,0.16,8.0,0.05034722222222224
