episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.545,2.18,6.09,-0.08564649935679647,0.75,0.3,60.0,-0.020208333333333283,1.0175,0.24,24.0,-0.07520833333333331,1.5775000000000001,0.36,24.0,0.03479166666666671,1.9575000000000002,1.28,64.0,0.8781249999999999,1.5375
200,0.7050000000000001,2.8200000000000003,6.41,-0.3493748510316115,1.0,0.08,16.0,-0.30854166666666666,1.4775,0.32,32.0,-0.08854166666666663,1.7375,1.3800000000000001,92.0,0.8831250000000002,1.1775,1.04,52.0,0.5714583333333334,2.0175
300,0.41000000000000003,1.6400000000000001,5.819999999999999,0.19389313272466613,1.0,0.3,60.0,0.052916666666666584,0.815,0.4,40.0,0.14458333333333334,1.2149999999999999,0.54,36.00000000000001,0.2729166666666667,1.575,0.4,20.0,0.14458333333333334,2.215
400,0.595,2.38,6.1899999999999995,-0.2694276379277558,1.0,0.22,44.0,-0.12062500000000004,1.1724999999999999,0.84,84.0,0.4477083333333334,1.0525,0.8400000000000001,56.00000000000001,0.4477083333333335,1.5524999999999998,0.48,24.0,0.11770833333333325,2.4125
500,0.5,2.0,6.0,0.00900901115169217,1.0,0.3,60.0,0.004166666666666593,0.95,0.36,36.0,0.059166666666666645,1.3900000000000001,0.54,36.00000000000001,0.22416666666666668,1.71,0.8,40.0,0.4625,1.95
600,0.56,2.24,6.120000000000001,-0.2700587069236102,1.0,0.34,68.0,0.00833333333333336,1.0,0.08,8.0,-0.23,1.7600000000000002,1.26,84.0,0.8516666666666666,1.08,0.56,28.000000000000004,0.21000000000000005,2.2800000000000002
700,0.74,2.96,6.479999999999999,-0.3117303943136249,0.75,0.2,40.0,-0.2175000000000001,1.41,0.92,92.0,0.44249999999999995,1.19,0.0,0.0,-0.4008333333333333,2.61,1.84,92.0,1.2858333333333336,1.2699999999999998
800,0.315,1.26,5.63,-0.3032210269324469,1.0,0.14,28.000000000000004,-0.04229166666666668,0.8325,0.32,32.0,0.12270833333333331,1.1524999999999999,0.0,0.0,-0.170625,1.9725000000000001,0.8,40.0,0.5627083333333335,1.6724999999999999
900,0.42000000000000004,1.6800000000000002,5.84,-0.4497528801652333,0.75,0.48,96.0,0.21249999999999997,0.6500000000000001,0.4,40.0,0.13916666666666674,1.23,0.0,0.0,-0.2275,2.13,0.8,40.0,0.5058333333333335,1.83
1000,0.305,1.22,5.609999999999999,-0.290795743969263,1.0,0.3,60.0,0.10979166666666666,0.6575,0.12,12.0,-0.05520833333333336,1.3375,0.0,0.0,-0.16520833333333332,1.9575,0.8,40.0,0.5681250000000001,1.6575
1100,0.31,1.24,5.619999999999999,-0.19970523000789053,1.0,0.3,60.0,0.10708333333333332,0.665,0.08,8.0,-0.09458333333333337,1.385,0.06,4.0,-0.11291666666666667,1.9049999999999998,0.8,40.0,0.5654166666666667,1.665
1200,0.175,0.7,5.35,-0.47743965677679934,1.0,0.3,60.0,0.18020833333333328,0.46249999999999997,0.08,8.0,-0.021458333333333326,1.1825,0.0,0.0,-0.09479166666666665,1.7625,0.32,16.0,0.19854166666666662,1.9425
1300,0.5900000000000001,2.3600000000000003,6.180000000000001,0.20241692035669623,1.0,0.44,88.0,0.08375,0.9450000000000001,0.64,64.0,0.26708333333333334,1.245,0.48,32.0,0.12041666666666664,1.9050000000000002,0.8,40.0,0.41375000000000006,2.085
1400,0.98,3.92,6.96,-0.2535094950419394,1.0,0.3,60.0,-0.25583333333333336,1.67,0.92,92.0,0.31250000000000006,1.5499999999999998,1.02,68.0,0.4041666666666667,1.95,1.68,84.0,1.0091666666666665,1.79
1500,0.595,2.38,6.1899999999999995,-0.3201178659693098,1.0,0.3,60.0,-0.047291666666666655,1.0925,0.08,8.0,-0.2489583333333334,1.8125,1.2000000000000002,80.00000000000001,0.7777083333333336,1.1925,0.8,40.0,0.41104166666666664,2.0925
1600,0.6200000000000001,2.4800000000000004,6.240000000000001,-0.11179172843162344,1.0,0.3,60.0,-0.06083333333333337,1.1300000000000001,0.96,96.0,0.5441666666666666,0.9700000000000002,0.42000000000000004,28.000000000000004,0.04916666666666668,2.0100000000000002,0.8,40.0,0.3975000000000001,2.13
1700,0.30500000000000005,1.2200000000000002,5.61,-0.290795743969263,1.0,0.34,68.0,0.14645833333333336,0.6175,0.08,8.0,-0.09187500000000003,1.3775000000000002,0.0,0.0,-0.16520833333333332,1.9575,0.8,40.0,0.568125,1.6575
1800,0.26,1.04,5.52,-0.2376933875031899,1.0,0.16,32.0,0.005833333333333329,0.73,0.08,8.0,-0.06750000000000003,1.31,0.0,0.0,-0.14083333333333334,1.8900000000000001,0.8,40.0,0.5925,1.5899999999999999
1900,0.355,1.42,5.709999999999999,-0.25266903749991476,1.0,0.3,60.0,0.0827083333333333,0.7324999999999999,0.08,8.0,-0.11895833333333335,1.4525000000000001,0.0,0.0,-0.19229166666666667,2.0324999999999998,1.04,52.0,0.7610416666666666,1.4925
2000,0.225,0.9,5.45,-0.1993185670334825,1.0,0.02,4.0,-0.10354166666666668,0.8175,0.08,8.0,-0.04854166666666668,1.2575,0.0,0.0,-0.121875,1.8375,0.8,40.0,0.6114583333333333,1.5375
2100,0.5549999999999999,2.2199999999999998,6.109999999999999,-0.20800762520525518,1.0,0.26,52.0,-0.062291666666666676,1.0724999999999998,0.08,8.0,-0.22729166666666667,1.7525,0.36,24.0,0.02937499999999995,1.9725000000000001,1.52,76.0,1.0927083333333334,1.3125
2200,0.395,1.58,5.790000000000001,-0.24147660334843946,0.75,0.3,60.0,0.06104166666666665,0.7925,0.08,8.0,-0.140625,1.5125000000000002,0.0,0.0,-0.2139583333333333,2.0925000000000002,1.2,60.0,0.8860416666666665,1.3925
2300,0.625,2.5,6.25,-0.2655662680054389,1.0,0.3,60.0,-0.06354166666666675,1.1375,0.44,44.0,0.0647916666666667,1.4975,0.0,0.0,-0.33854166666666663,2.4375,1.76,88.0,1.2747916666666668,1.1775
2400,0.47000000000000003,1.8800000000000001,5.9399999999999995,-0.05082669778200599,1.0,0.3,60.0,0.02041666666666661,0.905,0.24,24.0,-0.03458333333333332,1.465,1.02,68.0,0.6804166666666667,1.185,0.32,16.0,0.038750000000000014,2.385
2500,0.29500000000000004,1.1800000000000002,5.59,-0.27860515578012923,1.0,0.3,60.0,0.11520833333333332,0.6425000000000001,0.08,8.0,-0.08645833333333336,1.3625,0.0,0.0,-0.15979166666666667,1.9425000000000001,0.8,40.0,0.5735416666666666,1.6425
2600,0.23500000000000001,0.9400000000000001,5.470000000000001,-0.32973556050581165,1.0,0.3,60.0,0.14770833333333333,0.5525,0.08,8.0,-0.053958333333333316,1.2725,0.0,0.0,-0.12729166666666666,1.8525,0.56,28.000000000000004,0.3860416666666668,1.7925
2700,0.095,0.38,5.19,-0.23019570745112827,0.75,0.3,60.0,0.22354166666666667,0.3425,0.08,8.0,0.021875000000000023,1.0625,0.0,0.0,-0.05145833333333333,1.6425,0.0,0.0,-0.05145833333333333,2.1425
2800,0.48500000000000004,1.9400000000000002,5.97,-0.402390435267165,1.0,0.28,56.00000000000001,-0.006041666666666647,0.9475,0.08,8.0,-0.189375,1.6475,0.78,52.0,0.45229166666666665,1.4475,0.8,40.0,0.470625,1.9275
2900,0.29500000000000004,1.1800000000000002,5.59,-0.27860515578012923,1.0,0.3,60.0,0.11520833333333332,0.6425000000000001,0.08,8.0,-0.08645833333333336,1.3625,0.0,0.0,-0.15979166666666667,1.9425000000000001,0.8,40.0,0.5735416666666666,1.6425
3000,0.41000000000000003,1.6400000000000001,5.82,-0.30177514528802996,1.0,0.3,60.0,0.05291666666666667,0.815,0.08,8.0,-0.14874999999999997,1.5350000000000001,0.78,52.0,0.49291666666666667,1.335,0.48,24.0,0.21791666666666668,2.135
3100,0.27,1.08,5.540000000000001,-0.2491128438624053,0.75,0.2,40.0,0.03708333333333335,0.7050000000000001,0.08,8.0,-0.07291666666666667,1.3250000000000002,0.0,0.0,-0.14625,1.905,0.8,40.0,0.5870833333333334,1.605
3200,0.31,1.24,5.619999999999999,-0.2891719705808755,1.0,0.3,60.0,0.10708333333333331,0.665,0.08,8.0,-0.09458333333333337,1.385,0.54,36.00000000000001,0.32708333333333334,1.4249999999999998,0.32,16.0,0.12541666666666665,2.145
3300,0.555,2.22,6.109999999999999,-0.2168946331217354,1.0,0.3,60.0,-0.025625000000000047,1.0325,0.08,8.0,-0.22729166666666667,1.7525,0.0,0.0,-0.30062500000000003,2.3325,1.84,92.0,1.3860416666666666,0.9924999999999999
3400,0.29500000000000004,1.1800000000000002,5.59,-0.27860515578012923,1.0,0.3,60.0,0.11520833333333332,0.6425000000000001,0.08,8.0,-0.08645833333333336,1.3625,0.0,0.0,-0.15979166666666667,1.9425000000000001,0.8,40.0,0.5735416666666666,1.6425
3500,0.525,2.1,6.05,-0.449752880738447,1.0,0.3,60.0,-0.009374999999999998,0.9875,1.0,100.0,0.6322916666666667,0.7875000000000001,0.0,0.0,-0.284375,2.2875,0.8,40.0,0.44895833333333335,1.9875
3600,0.22,0.88,5.44,-0.19402984880212237,0.75,0.0,0.0,-0.11916666666666667,0.8300000000000001,0.08,8.0,-0.04583333333333338,1.25,0.0,0.0,-0.11916666666666667,1.83,0.8,40.0,0.6141666666666666,1.53
3700,0.29500000000000004,1.1800000000000002,5.59,-0.27860515578012923,1.0,0.3,60.0,0.11520833333333332,0.6425000000000001,0.08,8.0,-0.08645833333333336,1.3625,0.0,0.0,-0.15979166666666667,1.9425000000000001,0.8,40.0,0.5735416666666666,1.6425
3800,0.555,2.22,6.109999999999999,-0.2168946331217354,1.0,0.3,60.0,-0.025625000000000047,1.0325,0.08,8.0,-0.22729166666666667,1.7525,0.0,0.0,-0.30062500000000003,2.3325,1.84,92.0,1.3860416666666666,0.9924999999999999
3900,0.29500000000000004,1.1800000000000002,5.59,-0.27860515578012923,1.0,0.3,60.0,0.11520833333333332,0.6425000000000001,0.08,8.0,-0.08645833333333336,1.3625,0.0,0.0,-0.15979166666666667,1.9425000000000001,0.8,40.0,0.5735416666666666,1.6425
4000,0.6100000000000001,2.4400000000000004,6.220000000000001,-0.31177362145110843,1.0,0.3,60.0,-0.055416666666666704,1.1150000000000002,0.08,8.0,-0.2570833333333333,1.8350000000000002,1.26,84.0,0.8245833333333332,1.1550000000000002,0.8,40.0,0.4029166666666667,2.115
4100,0.29500000000000004,1.1800000000000002,5.59,-0.27860515578012923,1.0,0.3,60.0,0.11520833333333332,0.6425000000000001,0.08,8.0,-0.08645833333333336,1.3625,0.0,0.0,-0.15979166666666667,1.9425000000000001,0.8,40.0,0.5735416666666666,1.6425
4200,0.29500000000000004,1.1800000000000002,5.59,-0.27860515578012923,1.0,0.3,60.0,0.11520833333333332,0.6425000000000001,0.08,8.0,-0.08645833333333336,1.3625,0.0,0.0,-0.15979166666666667,1.9425000000000001,0.8,40.0,0.5735416666666666,1.6425
4300,0.4,1.6,5.8,-0.27741935236628534,1.0,0.3,60.0,0.05833333333333332,0.8,0.08,8.0,-0.14333333333333337,1.52,0.42000000000000004,28.000000000000004,0.16833333333333342,1.6800000000000002,0.8,40.0,0.5166666666666667,1.8
4400,0.29500000000000004,1.1800000000000002,5.59,-0.27860515578012923,1.0,0.3,60.0,0.11520833333333332,0.6425000000000001,0.08,8.0,-0.08645833333333336,1.3625,0.0,0.0,-0.15979166666666667,1.9425000000000001,0.8,40.0,0.5735416666666666,1.6425
4500,0.29500000000000004,1.1800000000000002,5.59,-0.27860515578012923,1.0,0.3,60.0,0.11520833333333332,0.6425000000000001,0.08,8.0,-0.08645833333333336,1.3625,0.0,0.0,-0.15979166666666667,1.9425000000000001,0.8,40.0,0.5735416666666666,1.6425
4600,0.29500000000000004,1.1800000000000002,5.59,-0.27860515578012923,1.0,0.3,60.0,0.11520833333333332,0.6425000000000001,0.08,8.0,-0.08645833333333336,1.3625,0.0,0.0,-0.15979166666666667,1.9425000000000001,0.8,40.0,0.5735416666666666,1.6425
4700,0.29500000000000004,1.1800000000000002,5.59,-0.27860515578012923,1.0,0.3,60.0,0.11520833333333332,0.6425000000000001,0.08,8.0,-0.08645833333333336,1.3625,0.0,0.0,-0.15979166666666667,1.9425000000000001,0.8,40.0,0.5735416666666666,1.6425
4800,0.265,1.06,5.53,-0.243376896514232,1.0,0.14,28.000000000000004,-0.015208333333333355,0.7575000000000001,0.12,12.0,-0.03354166666666669,1.2775,0.0,0.0,-0.14354166666666668,1.8975,0.8,40.0,0.5897916666666667,1.5975
4900,0.255,1.02,5.51,-0.23206160101018725,1.0,0.14,28.000000000000004,-0.009791666666666678,0.7424999999999999,0.08,8.0,-0.06479166666666669,1.3025,0.0,0.0,-0.138125,1.8825,0.8,40.0,0.5952083333333333,1.5825
5000,0.255,1.02,5.51,-0.23206160101018725,1.0,0.14,28.000000000000004,-0.009791666666666678,0.7424999999999999,0.08,8.0,-0.06479166666666669,1.3025,0.0,0.0,-0.138125,1.8825,0.8,40.0,0.5952083333333333,1.5825
5100,0.255,1.02,5.51,-0.23206160101018725,1.0,0.14,28.000000000000004,-0.009791666666666678,0.7424999999999999,0.08,8.0,-0.06479166666666669,1.3025,0.0,0.0,-0.138125,1.8825,0.8,40.0,0.5952083333333333,1.5825
5200,0.255,1.02,5.51,-0.23206160101018725,1.0,0.14,28.000000000000004,-0.009791666666666678,0.7424999999999999,0.08,8.0,-0.06479166666666669,1.3025,0.0,0.0,-0.138125,1.8825,0.8,40.0,0.5952083333333333,1.5825
5300,0.255,1.02,5.51,-0.23206160101018725,1.0,0.14,28.000000000000004,-0.009791666666666678,0.7424999999999999,0.08,8.0,-0.06479166666666669,1.3025,0.0,0.0,-0.138125,1.8825,0.8,40.0,0.5952083333333333,1.5825
5400,0.255,1.02,5.51,-0.23206160101018725,1.0,0.14,28.000000000000004,-0.009791666666666678,0.7424999999999999,0.08,8.0,-0.06479166666666669,1.3025,0.0,0.0,-0.138125,1.8825,0.8,40.0,0.5952083333333333,1.5825
