episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.22499999999999998,0.8999999999999999,6.8,-0.284671531346369,1.0,0.06,12.0,-0.13375,1.115,0.6,60.0,0.85625,1.075,0.24,16.0,0.19624999999999998,1.935,0.0,0.0,-0.24374999999999997,2.675
200,0.25,1.0,7.0,-0.300092334662871,1.0,0.28,56.00000000000001,0.24250000000000002,0.97,0.64,64.0,0.9025,1.1099999999999999,0.0,0.0,-0.27083333333333337,2.25,0.08,4.0,-0.12416666666666665,2.67
300,0.7050000000000001,2.8200000000000003,10.64,-0.16598409954267335,1.0,0.26,52.0,-0.28708333333333325,2.3550000000000004,0.72,72.0,0.55625,2.3950000000000005,0.48,32.0,0.11625000000000002,3.1350000000000002,1.36,68.0,1.7295833333333335,2.755
400,0.875,3.5,12.0,-0.22453186687186455,1.0,0.22,44.0,-0.5445833333333332,2.9050000000000002,0.24,24.0,-0.5079166666666667,3.385,1.2000000000000002,80.00000000000001,1.2520833333333334,2.925,1.84,92.0,2.4254166666666666,2.785
500,0.91,3.64,12.279999999999998,-0.21085905487057244,1.0,0.28,56.00000000000001,-0.47250000000000014,2.95,1.0,100.0,0.8474999999999999,2.73,0.6000000000000001,40.00000000000001,0.11416666666666686,3.63,1.76,88.0,2.2408333333333332,2.9699999999999998
600,0.51,2.04,9.079999999999998,0.04451683077804536,1.0,0.32,64.0,0.03416666666666665,1.71,0.36,36.0,0.10750000000000007,2.17,0.72,48.0,0.7675000000000001,2.31,0.64,32.0,0.6208333333333335,2.8899999999999997
700,1.06,4.24,13.48,-0.15789473624267725,1.0,0.46,92.0,-0.3049999999999999,3.22,0.96,96.0,0.6116666666666666,3.22,1.1400000000000001,76.00000000000001,0.941666666666667,3.54,1.68,84.0,1.9316666666666666,3.5
800,0.62,2.48,9.959999999999999,-0.18754325210205813,1.0,0.32,64.0,-0.08499999999999998,2.04,0.12,12.0,-0.45166666666666666,2.7399999999999998,0.36,24.0,-0.011666666666666638,3.0,1.68,84.0,2.408333333333333,2.1799999999999997
900,0.635,2.54,10.08,-0.32010154554160075,1.0,0.06,12.0,-0.5779166666666666,2.345,0.88,88.0,0.9254166666666666,2.025,0.24,16.0,-0.24791666666666673,3.165,1.36,68.0,1.805416666666667,2.545
1000,0.735,2.94,10.88,-0.13993796702502248,1.0,0.26,52.0,-0.31958333333333316,2.4450000000000003,0.28,28.000000000000004,-0.28291666666666665,2.925,0.72,48.0,0.52375,2.9850000000000003,1.68,84.0,2.28375,2.5250000000000004
1100,0.845,3.38,11.76,-0.2532900661604658,1.0,0.18,36.0,-0.5854166666666669,2.855,0.96,96.0,0.8445833333333335,2.575,0.48,32.0,-0.03541666666666657,3.555,1.76,88.0,2.3112500000000007,2.7750000000000004
1200,0.905,3.62,12.24,-0.1875372091982357,1.0,0.32,64.0,-0.3937499999999998,2.895,0.96,96.0,0.779583333333333,2.755,0.66,44.0,0.22958333333333347,3.5549999999999997,1.68,84.0,2.0995833333333334,3.035
