episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.8125,3.25,6.625,0.0382513681383142,0.5,0.5,100.0,0.01822916666666667,1.21875,1.0,100.0,0.4765625,1.21875,0.75,50.0,0.24739583333333331,1.96875,1.0,50.0,0.4765625,2.21875
200,0.625,2.5,6.25,-0.326633164549178,0.5,0.0,0.0,-0.33854166666666663,1.4375,1.0,100.0,0.578125,0.9375,1.5,100.0,1.0364583333333333,0.9375,0.0,0.0,-0.33854166666666663,2.9375
300,0.375,1.5,5.75,-0.2846715310462997,0.75,0.5,100.0,0.2552083333333333,0.5625,0.0,0.0,-0.203125,1.5625,0.0,0.0,-0.203125,2.0625,1.0,50.0,0.7135416666666666,1.5625
400,0.6875,2.75,6.375,-0.6842105232213549,0.75,0.0,0.0,-0.3723958333333333,1.53125,1.0,100.0,0.5442708333333334,1.03125,0.75,50.0,0.3151041666666667,1.78125,1.0,50.0,0.5442708333333334,2.03125
500,0.5625,2.25,6.125,-0.2846715316464381,0.75,0.25,50.0,-0.07552083333333333,1.09375,0.5,50.0,0.15364583333333334,1.34375,1.5,100.0,1.0703125,0.84375,0.0,0.0,-0.3046875,2.84375
600,0.3125,1.25,5.625,-0.22648083459592816,0.75,0.25,50.0,0.05989583333333334,0.71875,1.0,100.0,0.7473958333333334,0.46875,0.0,0.0,-0.16927083333333331,1.96875,0.0,0.0,-0.16927083333333331,2.46875
700,0.75,3.0,6.5,-0.3469387728713038,0.5,0.25,50.0,-0.17708333333333331,1.375,1.0,100.0,0.5104166666666666,1.125,0.75,50.0,0.28124999999999994,1.875,1.0,50.0,0.5104166666666666,2.125
800,0.125,0.5,5.25,-0.17333333032959986,0.5,0.5,100.0,0.39062499999999994,0.1875,0.0,0.0,-0.06770833333333333,1.1875,0.0,0.0,-0.06770833333333333,1.6875,0.0,0.0,-0.06770833333333333,2.1875
900,0.625,2.5,6.25,-0.22648083541643094,0.5,0.5,100.0,0.11979166666666663,0.9375,0.0,0.0,-0.3385416666666667,1.9375,0.0,0.0,-0.3385416666666667,2.4375,2.0,100.0,1.4947916666666667,0.9375
1000,0.6875,2.75,6.375,-0.37142857006070495,0.75,0.25,50.0,-0.14322916666666666,1.28125,0.0,0.0,-0.3723958333333333,2.03125,1.5,100.0,1.0026041666666665,1.03125,1.0,50.0,0.5442708333333334,2.03125
