episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.495,1.98,6.9799999999999995,-0.4020618540932763,0.75,0.0,0.0,-0.3575,1.49,0.32,32.0,0.03361111111111112,1.67,1.02,68.0,0.8891666666666667,1.47,0.64,32.0,0.4247222222222222,2.3499999999999996
200,0.265,1.06,6.06,-0.4223471503018623,1.0,0.02,4.0,-0.16694444444444442,1.01,0.16,16.0,0.004166666666666707,1.37,0.48,32.0,0.3952777777777778,1.55,0.4,20.0,0.29750000000000015,2.13
300,0.735,2.94,7.9399999999999995,-0.16243286337860963,1.0,0.48,96.0,0.05583333333333332,1.49,0.28,28.000000000000004,-0.18861111111111112,2.19,0.18,12.0,-0.3108333333333333,2.79,2.0,100.0,1.9136111111111114,1.47
400,0.36000000000000004,1.4400000000000002,6.440000000000001,-0.10650887279331944,1.0,0.18,36.0,-0.039999999999999994,1.04,0.52,52.0,0.37555555555555553,1.2000000000000002,0.42000000000000004,28.000000000000004,0.25333333333333335,1.8000000000000003,0.32,16.0,0.13111111111111112,2.4
500,0.56,2.24,7.240000000000001,-0.24528301811269904,0.75,0.0,0.0,-0.4044444444444445,1.62,0.56,56.00000000000001,0.2800000000000002,1.56,0.0,0.0,-0.40444444444444444,2.62,1.68,84.0,1.6488888888888886,1.4400000000000002
600,0.8,3.2,8.2,-0.41319444334038624,1.0,0.04,8.0,-0.5288888888888889,2.06,0.32,32.0,-0.18666666666666656,2.2800000000000002,1.32,88.0,1.0355555555555558,1.78,1.52,76.0,1.2799999999999998,2.08
700,0.88,3.52,8.52,-0.34482758525835044,1.0,0.12,24.0,-0.4888888888888889,2.14,0.88,88.0,0.43999999999999995,1.88,0.8400000000000001,56.00000000000001,0.39111111111111135,2.42,1.68,84.0,1.4177777777777778,2.08
800,0.31,1.24,6.24,-0.11769686535829438,1.0,0.12,24.0,-0.07722222222222219,1.0,0.72,72.0,0.6561111111111111,0.9,0.24,16.0,0.06944444444444446,1.88,0.16,8.0,-0.02833333333333334,2.46
900,0.385,1.54,6.54,-0.39737991066670597,1.0,0.0,0.0,-0.2780555555555555,1.27,0.8,80.0,0.6997222222222224,0.97,0.66,44.0,0.5286111111111111,1.6099999999999999,0.08,4.0,-0.1802777777777778,2.69
1000,0.56,2.24,7.24,-0.3807531367754413,1.0,0.0,0.0,-0.40444444444444444,1.62,0.88,88.0,0.671111111111111,1.2400000000000002,1.2000000000000002,80.00000000000001,1.0622222222222224,1.42,0.16,8.0,-0.20888888888888887,2.96
