episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.26,1.04,6.04,-0.27645050802455473,0.75,0.14,28.000000000000004,-0.016666666666666646,0.88,0.08,8.0,-0.09000000000000001,1.44,0.42000000000000004,28.000000000000004,0.32555555555555565,1.6,0.4,20.0,0.3011111111111111,2.12
200,0.3,1.2,6.199999999999999,-0.11392404882001528,0.75,0.24,48.0,0.07666666666666665,0.86,0.68,68.0,0.6144444444444446,0.9199999999999999,0.12,8.0,-0.07000000000000003,1.98,0.16,8.0,-0.021111111111111115,2.44
300,0.46499999999999997,1.8599999999999999,6.859999999999999,-0.617151604991452,1.0,0.5,100.0,0.27527777777777773,0.9299999999999999,0.72,72.0,0.5441666666666666,1.21,0.0,0.0,-0.3358333333333333,2.4299999999999997,0.64,32.0,0.44638888888888884,2.29
400,0.605,2.42,7.419999999999999,-0.18244803605777582,1.0,0.5,100.0,0.17416666666666675,1.21,0.32,32.0,-0.04583333333333334,1.89,1.44,96.0,1.3230555555555557,1.27,0.16,8.0,-0.24138888888888888,3.05
500,0.29500000000000004,1.1800000000000002,6.18,-0.27860515633745786,1.0,0.08,16.0,-0.11527777777777777,1.01,0.8,80.0,0.7647222222222223,0.79,0.30000000000000004,20.000000000000004,0.15361111111111117,1.79,0.0,0.0,-0.21305555555555555,2.59
600,0.335,1.34,6.34,-0.32580037365167525,1.0,0.16,32.0,-0.046388888888888896,1.01,0.08,8.0,-0.14416666666666667,1.59,0.54,36.00000000000001,0.4180555555555556,1.63,0.56,28.000000000000004,0.4425,2.11
700,0.56,2.24,7.24,0.05298013386145339,1.0,0.36,72.0,0.035555555555555604,1.2600000000000002,0.88,88.0,0.671111111111111,1.2400000000000002,0.36,24.0,0.03555555555555559,2.2600000000000002,0.64,32.0,0.37777777777777777,2.48
800,0.42,1.68,6.68,-0.20287769628404329,1.0,0.48,96.0,0.2833333333333333,0.86,0.2,20.0,-0.058888888888888866,1.6400000000000001,0.12,8.0,-0.15666666666666668,2.2199999999999998,0.88,44.0,0.7722222222222224,1.96
900,0.575,2.3,7.299999999999999,-0.28501892664896267,1.0,0.22,44.0,-0.14638888888888887,1.43,0.76,76.0,0.5136111111111111,1.39,0.6000000000000001,40.00000000000001,0.3180555555555557,2.05,0.72,36.0,0.46472222222222215,2.4299999999999997
1000,0.12,0.48,5.48,-0.3469387631403582,0.5,0.04,8.0,-0.03777777777777778,0.7,0.16,16.0,0.10888888888888887,1.08,0.12,8.0,0.06,1.6199999999999999,0.16,8.0,0.10888888888888887,2.08
1100,0.2,0.8,5.800000000000001,-0.1891891843681519,0.75,0.08,16.0,-0.04666666666666665,0.8200000000000001,0.32,32.0,0.2466666666666667,1.08,0.24,16.0,0.14888888888888885,1.6600000000000001,0.16,8.0,0.0511111111111111,2.24
