episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.875,3.5,13.75,-0.5260115599678095,0.75,0.0,0.0,-1.1059027777777777,3.5625,1.0,100.0,1.0329861111111112,3.0625,1.5,100.0,2.1024305555555554,3.0625,1.0,50.0,1.0329861111111112,4.0625
200,0.4375,1.75,9.375,-0.5260115592419772,0.75,0.5,100.0,0.5164930555555556,1.53125,0.5,50.0,0.5164930555555556,2.03125,0.75,50.0,1.051215277777778,2.28125,0.0,0.0,-0.5529513888888888,3.53125
300,0.125,0.5,6.25,-0.17333333204601908,0.5,0.0,0.0,-0.1579861111111111,0.9375,0.5,50.0,0.9114583333333334,0.9375,0.0,0.0,-0.1579861111111111,1.9375,0.0,0.0,-0.1579861111111111,2.4375
400,0.875,3.5,13.75,-0.5260115599678095,0.75,0.0,0.0,-1.1059027777777777,3.5625,1.0,100.0,1.0329861111111112,3.0625,1.5,100.0,2.1024305555555554,3.0625,1.0,50.0,1.0329861111111112,4.0625
500,0.625,2.5,11.25,-0.189189188307628,0.25,0.25,50.0,-0.25520833333333326,2.4375,0.5,50.0,0.2795138888888889,2.6875,0.75,50.0,0.8142361111111112,2.9375,1.0,50.0,1.3489583333333333,3.1875
600,0.5625,2.25,10.625,-0.2846715323323108,0.75,0.25,50.0,-0.1762152777777778,2.21875,0.5,50.0,0.35850694444444453,2.46875,1.5,100.0,2.497395833333333,1.96875,0.0,0.0,-0.7109375,3.96875
700,0.4375,1.75,9.375,-0.20823798581500808,0.75,0.25,50.0,-0.0182291666666667,1.78125,0.0,0.0,-0.5529513888888888,2.53125,1.5,100.0,2.6553819444444446,1.53125,0.0,0.0,-0.5529513888888888,3.53125
800,0.875,3.5,13.75,-0.01734103997853964,0.5,0.5,100.0,-0.03645833333333329,3.0625,0.5,50.0,-0.03645833333333329,3.5625,1.5,100.0,2.102430555555556,3.0625,1.0,50.0,1.0329861111111112,4.0625
900,0.375,1.5,8.75,-0.28467153207510854,0.75,0.5,100.0,0.5954861111111112,1.3125,0.0,0.0,-0.4739583333333333,2.3125,0.0,0.0,-0.4739583333333333,2.8125,1.0,50.0,1.6649305555555558,2.3125
1000,0.25,1.0,7.5,-0.24528301790123574,0.5,0.25,50.0,0.21875,1.125,0.0,0.0,-0.3159722222222222,1.875,0.75,50.0,1.2881944444444444,1.625,0.0,0.0,-0.3159722222222222,2.875
1100,0.3125,1.25,8.125,-0.22648083553364562,0.75,0.25,50.0,0.13975694444444442,1.34375,1.0,100.0,1.743923611111111,1.09375,0.0,0.0,-0.39496527777777773,2.59375,0.0,0.0,-0.39496527777777773,3.09375
1200,0.5625,2.25,10.625,-0.49787233937656583,0.75,0.5,100.0,0.35850694444444453,1.96875,1.0,100.0,1.4279513888888888,1.96875,0.75,50.0,0.8932291666666667,2.71875,0.0,0.0,-0.7109375,3.96875
1300,0.5,2.0,10.0,-0.41935483776780114,0.5,0.25,50.0,-0.09722222222222217,2.0,0.0,0.0,-0.6319444444444444,2.75,0.75,50.0,0.9722222222222223,2.5,1.0,50.0,1.5069444444444442,2.75
1400,0.75,3.0,12.5,-0.41935483808176,0.5,0.5,100.0,0.12152777777777787,2.625,1.0,100.0,1.1909722222222223,2.625,1.5,100.0,2.260416666666667,2.625,0.0,0.0,-0.9479166666666666,4.625
1500,0.875,3.5,13.75,-0.5260115599678095,0.75,0.0,0.0,-1.1059027777777777,3.5625,1.0,100.0,1.0329861111111112,3.0625,1.5,100.0,2.1024305555555554,3.0625,1.0,50.0,1.0329861111111112,4.0625
1600,0.625,2.5,11.25,-0.32663316528058806,0.75,0.0,0.0,-0.7899305555555555,2.6875,0.0,0.0,-0.7899305555555555,3.1875,1.5,100.0,2.418402777777778,2.1875,1.0,50.0,1.3489583333333333,3.1875
1700,1.0,4.0,15.0,-0.24193548345889693,0.5,0.25,50.0,-0.7291666666666666,3.75,1.0,100.0,0.875,3.5,0.75,50.0,0.3402777777777778,4.25,2.0,100.0,3.013888888888889,3.5
1800,0.375,1.5,8.75,-0.17333333290422837,0.5,0.0,0.0,-0.47395833333333326,1.8125,0.0,0.0,-0.47395833333333326,2.3125,1.5,100.0,2.734375,1.3125,0.0,0.0,-0.47395833333333326,3.3125
1900,0.375,1.5,8.75,-0.28467153207510854,0.5,0.0,0.0,-0.4739583333333333,1.8125,0.5,50.0,0.5954861111111112,1.8125,0.0,0.0,-0.47395833333333326,2.8125,1.0,50.0,1.6649305555555558,2.3125
