episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.915,3.66,14.150000000000002,-0.3067930481237724,1.0,0.32,64.0,-0.47201388888888884,3.3825000000000003,0.88,88.0,0.7257638888888891,3.3225000000000002,1.26,84.0,1.538541666666667,3.4425,1.2,60.0,1.4102083333333335,4.0025
200,1.025,4.1,15.25,-0.08040809230113188,0.75,0.5,100.0,-0.22604166666666664,3.5874999999999995,0.96,96.0,0.7578472222222222,3.6274999999999995,0.72,48.0,0.2445138888888886,4.3675,1.92,96.0,2.8111805555555547,3.6674999999999995
300,0.615,2.46,11.149999999999999,-0.17896420667360569,0.75,0.16,32.0,-0.4350694444444444,2.4924999999999997,0.32,32.0,-0.09284722222222219,2.8324999999999996,1.5,100.0,2.4310416666666668,2.1525,0.48,24.0,0.2493749999999999,3.6725
400,0.74,2.96,12.4,-0.13304720994315744,1.0,0.32,64.0,-0.2508333333333333,2.77,0.48,48.0,0.09138888888888888,3.11,0.24,16.0,-0.42194444444444446,3.8499999999999996,1.92,96.0,3.1713888888888886,2.67
500,0.88,3.52,13.8,-0.2575757571303352,1.0,0.18,36.0,-0.7272222222222221,3.4,0.24,24.0,-0.5988888888888888,3.84,1.26,84.0,1.5827777777777774,3.3200000000000003,1.84,92.0,2.8233333333333333,3.24
600,0.675,2.7,11.750000000000002,-0.28957688283739014,1.0,0.16,32.0,-0.5109027777777777,2.7025,0.96,96.0,1.2002083333333333,2.4025000000000003,1.5,100.0,2.355208333333333,2.3625000000000003,0.08,4.0,-0.6820138888888887,4.282500000000001
700,0.565,2.26,10.65,-0.2817311682743635,0.75,0.18,36.0,-0.32909722222222226,2.2975,0.48,48.0,0.3125694444444444,2.4974999999999996,0.72,48.0,0.8259027777777779,2.7575,0.88,44.0,1.168125,3.0975
800,0.335,1.34,8.350000000000001,-0.25528775082031174,0.75,0.16,32.0,-0.08118055555555553,1.5125000000000002,0.44,44.0,0.5177083333333334,1.7325000000000002,0.66,44.0,0.9882638888888888,2.0125,0.08,4.0,-0.25229166666666664,3.0925000000000002
900,0.8300000000000001,3.3200000000000003,13.3,-0.3983561635954471,0.75,0.16,32.0,-0.7068055555555557,3.245,0.88,88.0,0.8331944444444446,3.0250000000000004,1.32,88.0,1.7743055555555556,3.085,0.96,48.0,1.0043055555555553,3.9450000000000003
1000,0.29500000000000004,1.1800000000000002,7.950000000000001,-0.1619967786182308,0.75,0.16,32.0,-0.030625000000000003,1.3725,0.88,88.0,1.5093750000000001,1.1525000000000003,0.06,4.0,-0.24451388888888892,2.4725,0.08,4.0,-0.20173611111111112,2.9525
