episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.30500000000000005,1.2200000000000002,6.22,-0.27404342855578423,1.0,0.12,24.0,-0.0736111111111111,0.9900000000000001,0.4,40.0,0.26861111111111113,1.21,0.30000000000000004,20.000000000000004,0.14638888888888896,1.81,0.4,20.0,0.26861111111111113,2.21
200,0.8600000000000001,3.4400000000000004,8.440000000000001,-0.09624573311493423,1.0,0.38,76.0,-0.15666666666666668,1.8400000000000003,0.44,44.0,-0.08333333333333337,2.2800000000000002,0.78,52.0,0.33222222222222214,2.4400000000000004,1.84,92.0,1.627777777777778,1.8800000000000001
300,0.72,2.88,7.879999999999999,-0.23210161598793788,1.0,0.38,76.0,-0.0555555555555556,1.56,0.44,44.0,0.01777777777777778,2.0,0.06,4.0,-0.4466666666666666,2.88,2.0,100.0,1.9244444444444446,1.44
400,0.73,2.92,7.92,-0.061065732434882,0.75,0.4,80.0,-0.03833333333333331,1.56,0.56,56.00000000000001,0.15722222222222218,1.9,0.36,24.0,-0.08722222222222228,2.6,1.6,80.0,1.4283333333333332,1.8599999999999999
500,0.66,2.64,7.640000000000001,0.20000000145454533,1.0,0.48,96.0,0.11000000000000001,1.34,0.6,60.0,0.2566666666666666,1.7200000000000002,0.8400000000000001,56.00000000000001,0.5500000000000002,1.98,0.72,36.0,0.4033333333333334,2.6
600,0.505,2.02,7.02,-0.3026771638772796,0.75,0.08,16.0,-0.26694444444444443,1.43,0.6,60.0,0.3686111111111111,1.4100000000000001,1.02,68.0,0.8819444444444445,1.49,0.32,16.0,0.026388888888888858,2.69
700,0.645,2.58,7.58,-0.26191480196419503,1.0,0.24,48.0,-0.17249999999999996,1.55,0.92,92.0,0.6586111111111113,1.37,0.78,52.0,0.4875,2.01,0.64,32.0,0.3163888888888889,2.65
800,0.44,1.76,6.76,-0.41935483683662844,1.0,0.28,56.00000000000001,0.024444444444444477,1.1,0.6,60.0,0.41555555555555557,1.28,0.0,0.0,-0.3177777777777777,2.38,0.88,44.0,0.7577777777777779,2.0
900,0.65,2.6,7.6,-0.32201175546726235,1.0,0.4,80.0,0.019444444444444473,1.4,0.16,16.0,-0.27388888888888885,2.14,1.08,72.00000000000001,0.8505555555555556,1.72,0.96,48.0,0.7038888888888889,2.34
1000,0.86,3.44,8.440000000000001,-0.22341463307212361,1.0,0.3,60.0,-0.2544444444444444,1.92,0.92,92.0,0.5033333333333334,1.7999999999999998,0.78,52.0,0.33222222222222225,2.44,1.44,72.0,1.1388888888888888,2.2800000000000002
1100,0.665,2.66,7.66,0.012424851124357095,0.75,0.4,80.0,0.008611111111111194,1.4300000000000002,0.52,52.0,0.1552777777777778,1.81,0.78,52.0,0.4730555555555557,2.05,0.96,48.0,0.6930555555555555,2.37
1200,0.37,1.48,6.48,-0.2949110960571184,1.0,0.0,0.0,-0.26722222222222225,1.24,0.4,40.0,0.22166666666666665,1.3399999999999999,0.12,8.0,-0.1205555555555555,2.12,0.96,48.0,0.9061111111111111,1.78
1300,0.665,2.66,7.66,-0.18656533359361704,1.0,0.22,44.0,-0.21138888888888893,1.61,0.56,56.00000000000001,0.2041666666666667,1.77,1.32,88.0,1.1330555555555555,1.51,0.56,28.000000000000004,0.2041666666666667,2.77
1400,0.7749999999999999,3.0999999999999996,8.1,-0.11543684743523186,1.0,0.4,80.0,-0.07083333333333328,1.65,0.96,96.0,0.6136111111111111,1.5899999999999999,0.78,52.0,0.3936111111111112,2.2699999999999996,0.96,48.0,0.6136111111111111,2.59
1500,0.495,1.98,6.9799999999999995,-0.34831460508888923,1.0,0.4,80.0,0.1313888888888889,1.0899999999999999,0.56,56.00000000000001,0.3269444444444445,1.43,0.06,4.0,-0.2841666666666666,2.4299999999999997,0.96,48.0,0.8158333333333332,2.0300000000000002
1600,0.545,2.18,7.18,0.12219451484150334,1.0,0.4,80.0,0.09527777777777781,1.19,0.4,40.0,0.09527777777777781,1.69,0.42000000000000004,28.000000000000004,0.11972222222222234,2.17,0.96,48.0,0.779722222222222,2.13
