episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.46499999999999997,1.8599999999999999,6.86,-0.16737228218951739,1.0,0.14,28.000000000000004,-0.16472222222222221,1.29,0.24,24.0,-0.04250000000000004,1.69,1.08,72.00000000000001,0.9841666666666669,1.3499999999999999,0.4,20.0,0.15305555555555556,2.5300000000000002
200,0.46,1.84,6.84,-0.21777130291624602,1.0,0.24,48.0,-0.03888888888888886,1.1800000000000002,0.08,8.0,-0.2344444444444444,1.84,0.0,0.0,-0.3322222222222222,2.42,1.52,76.0,1.5255555555555556,1.4
300,0.735,2.94,7.94,-0.17117943946516045,1.0,0.24,48.0,-0.23749999999999993,1.73,0.6,60.0,0.20249999999999999,1.87,0.18,12.0,-0.3108333333333333,2.79,1.92,96.0,1.8158333333333334,1.55
400,0.585,2.34,7.34,-0.23714391252174694,1.0,0.46,92.0,0.1397222222222223,1.21,0.2,20.0,-0.17805555555555558,1.97,0.96,64.0,0.7508333333333334,1.71,0.72,36.0,0.45749999999999996,2.45
500,0.6000000000000001,2.4000000000000004,7.400000000000001,-0.2546419083167406,1.0,0.18,36.0,-0.2133333333333334,1.5200000000000002,0.88,88.0,0.6422222222222222,1.3200000000000003,0.30000000000000004,20.000000000000004,-0.06666666666666661,2.4000000000000004,1.04,52.0,0.8377777777777777,2.16
600,0.45000000000000007,1.8000000000000003,6.800000000000001,-0.3238321437981806,1.0,0.24,48.0,-0.031666666666666655,1.1600000000000001,0.64,64.0,0.4572222222222222,1.2600000000000002,0.8400000000000001,56.00000000000001,0.7016666666666667,1.56,0.08,4.0,-0.22722222222222221,2.8200000000000003
700,1.17,4.68,9.68,-0.34491142673815856,0.75,0.24,48.0,-0.5516666666666665,2.5999999999999996,1.0,100.0,0.37722222222222224,2.34,1.44,96.0,0.9149999999999998,2.4,2.0,100.0,1.5994444444444444,2.34
800,0.775,3.1,8.1,-0.2191599109227742,1.0,0.42,84.0,-0.04638888888888896,1.6300000000000001,0.56,56.00000000000001,0.12472222222222232,1.99,0.12,8.0,-0.41305555555555545,2.9299999999999997,2.0,100.0,1.884722222222222,1.55
900,0.9849999999999999,3.9399999999999995,8.939999999999998,-0.3115297030176969,1.0,0.24,48.0,-0.41805555555555557,2.2299999999999995,1.0,100.0,0.5108333333333333,1.9699999999999998,1.02,68.0,0.5352777777777779,2.4499999999999997,1.68,84.0,1.3419444444444442,2.29
1000,0.8200000000000001,3.2800000000000002,8.280000000000001,-0.18776244686923427,1.0,0.24,48.0,-0.29888888888888887,1.9000000000000001,0.2,20.0,-0.34777777777777763,2.4400000000000004,0.8400000000000001,56.00000000000001,0.43444444444444436,2.3,2.0,100.0,1.8522222222222224,1.6400000000000001
