episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.1875,0.75,6.875,-0.284671531303502,0.5,0.25,50.0,0.2977430555555556,0.90625,0.5,50.0,0.8324652777777779,1.15625,0.0,0.0,-0.23697916666666666,2.15625,0.0,0.0,-0.23697916666666666,2.65625
200,0.5,2.0,10.0,-0.41935483776780114,0.5,0.25,50.0,-0.09722222222222217,2.0,0.0,0.0,-0.6319444444444444,2.75,0.75,50.0,0.9722222222222223,2.5,1.0,50.0,1.5069444444444442,2.75
300,0.125,0.5,6.25,-0.17333333204601908,0.5,0.0,0.0,-0.1579861111111111,0.9375,0.5,50.0,0.9114583333333334,0.9375,0.0,0.0,-0.1579861111111111,1.9375,0.0,0.0,-0.1579861111111111,2.4375
400,0.75,3.0,12.5,-0.2846715324609119,0.75,0.5,100.0,0.12152777777777779,2.625,0.5,50.0,0.12152777777777779,3.125,0.0,0.0,-0.9479166666666666,4.125,2.0,100.0,3.329861111111111,2.625
500,0.5,2.0,10.0,-0.41935483776780136,0.75,0.5,100.0,0.43750000000000006,1.75,0.5,50.0,0.43750000000000006,2.25,0.0,0.0,-0.6319444444444444,3.25,1.0,50.0,1.5069444444444444,2.75
600,0.3125,1.25,8.125,-0.3266331647320304,0.5,0.0,0.0,-0.39496527777777773,1.59375,0.5,50.0,0.6744791666666667,1.59375,0.75,50.0,1.209201388888889,1.84375,0.0,0.0,-0.39496527777777773,3.09375
700,0.6875,2.75,11.875,-0.2549019604161835,0.75,0.25,50.0,-0.33420138888888884,2.65625,0.5,50.0,0.20052083333333337,2.90625,0.0,0.0,-0.8689236111111112,3.90625,2.0,100.0,3.4088541666666665,2.40625
800,0.5625,2.25,10.625,-0.49787233937656583,0.75,0.5,100.0,0.35850694444444453,1.96875,1.0,100.0,1.4279513888888888,1.96875,0.75,50.0,0.8932291666666667,2.71875,0.0,0.0,-0.7109375,3.96875
900,0.6875,2.75,11.875,0.15789473750519856,0.5,0.5,100.0,0.20052083333333337,2.40625,0.5,50.0,0.20052083333333337,2.90625,0.75,50.0,0.7352430555555556,3.15625,1.0,50.0,1.2699652777777777,3.40625
1000,0.9375,3.75,14.375,-0.03732809396716186,0.5,0.5,100.0,-0.11545138888888884,3.28125,0.5,50.0,-0.11545138888888884,3.78125,0.75,50.0,0.4192708333333334,4.03125,2.0,100.0,3.092881944444444,3.28125
