episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.31,1.24,5.619999999999999,-0.1997463520105318,0.75,0.22,44.0,0.03375000000000001,0.745,0.04,4.0,-0.13124999999999998,1.4249999999999998,0.8999999999999999,60.0,0.6570833333333334,1.065,0.08,4.0,-0.09458333333333332,2.385
200,0.7,2.8,6.3999999999999995,-0.3910149722641967,0.75,0.2,40.0,-0.19583333333333336,1.3499999999999999,0.96,96.0,0.5008333333333334,1.0899999999999999,0.8400000000000001,56.00000000000001,0.3908333333333334,1.7099999999999997,0.8,40.0,0.3541666666666667,2.25
300,0.21500000000000002,0.8600000000000001,5.43,-0.6584216631797128,1.0,0.32,64.0,0.17687499999999998,0.5025,0.0,0.0,-0.11645833333333333,1.3225,0.30000000000000004,20.000000000000004,0.1585416666666667,1.5225,0.24,12.0,0.10354166666666666,2.0825
400,0.445,1.78,5.89,-0.03493600658329554,1.0,0.32,64.0,0.052291666666666625,0.8474999999999999,0.92,92.0,0.6022916666666666,0.7474999999999999,0.30000000000000004,20.000000000000004,0.033958333333333396,1.8675,0.24,12.0,-0.021041666666666695,2.4275
500,0.45,1.8,5.9,0.3199381787204766,0.75,0.4,80.0,0.12291666666666673,0.775,0.56,56.00000000000001,0.2695833333333334,1.115,0.36,24.0,0.08624999999999998,1.8150000000000002,0.48,24.0,0.19624999999999998,2.1950000000000003
600,0.39999999999999997,1.5999999999999999,5.8,-0.4060150344225222,1.0,0.04,8.0,-0.17999999999999997,1.06,0.6,60.0,0.33333333333333326,1.0,0.72,48.0,0.44333333333333336,1.38,0.24,12.0,0.00333333333333332,2.36
700,0.48500000000000004,1.9400000000000002,5.97,-0.07355579291242642,1.0,0.24,48.0,-0.04270833333333336,0.9875,0.92,92.0,0.5806250000000002,0.8075,0.54,36.00000000000001,0.23229166666666667,1.6875,0.24,12.0,-0.04270833333333336,2.4875
800,0.565,2.26,6.13,-0.1877300599506493,1.0,0.16,32.0,-0.15937500000000002,1.1875,0.6,60.0,0.2439583333333333,1.2475,1.26,84.0,0.8489583333333333,1.0875,0.24,12.0,-0.08604166666666668,2.6075
900,0.3,1.2,5.6,-0.2774193515421435,0.75,0.3,60.0,0.1125,0.6499999999999999,0.6,60.0,0.38749999999999996,0.85,0.06,4.0,-0.10749999999999998,1.89,0.24,12.0,0.05750000000000001,2.21
1000,0.26,1.04,5.52,-0.19058823193245678,1.0,0.3,60.0,0.13416666666666666,0.5900000000000001,0.12,12.0,-0.030833333333333348,1.27,0.54,36.00000000000001,0.35416666666666663,1.35,0.08,4.0,-0.0675,2.31
1100,0.7550000000000001,3.0200000000000005,6.510000000000001,-0.2797550684489767,0.75,0.28,56.00000000000001,-0.15229166666666666,1.3525000000000003,0.92,92.0,0.43437500000000007,1.2125000000000004,0.78,52.0,0.3060416666666667,1.8525000000000003,1.04,52.0,0.544375,2.0925000000000002
1200,0.45,1.8,5.9,-0.23903077735843237,1.0,0.1,20.0,-0.1520833333333333,1.0750000000000002,0.56,56.00000000000001,0.2695833333333334,1.115,0.18,12.0,-0.07875,1.995,0.96,48.0,0.63625,1.715
