episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.445,1.78,5.89,-0.3772416020180114,1.0,0.1,20.0,-0.14937499999999998,1.0675,0.0,0.0,-0.24104166666666668,1.6675,0.96,64.0,0.6389583333333334,1.2075,0.72,36.0,0.4189583333333333,1.9475
200,0.34,1.36,5.68,-0.17623762096735596,1.0,0.42,84.0,0.20083333333333336,0.5900000000000001,0.12,12.0,-0.07416666666666666,1.3900000000000001,0.66,44.0,0.4208333333333334,1.35,0.16,8.0,-0.0375,2.35
300,0.67,2.68,6.340000000000001,-0.11101436540425147,1.0,0.3,60.0,-0.08791666666666666,1.205,0.28,28.000000000000004,-0.10624999999999996,1.725,0.66,44.0,0.2420833333333334,1.8450000000000002,1.44,72.0,0.9570833333333335,1.5650000000000002
400,0.23,0.92,5.460000000000001,-0.2696122605526876,1.0,0.04,8.0,-0.08791666666666664,0.805,0.64,64.0,0.4620833333333333,0.7050000000000001,0.0,0.0,-0.12458333333333332,1.845,0.24,12.0,0.09541666666666668,2.105
500,0.76,3.04,6.5200000000000005,-0.27571115806252355,0.75,0.22,44.0,-0.21,1.4200000000000002,0.88,88.0,0.3950000000000001,1.2600000000000002,0.66,44.0,0.19333333333333344,1.98,1.28,64.0,0.7616666666666667,1.86
600,0.445,1.78,5.889999999999999,-0.23167587259224898,0.75,0.12,24.0,-0.13104166666666667,1.0474999999999999,0.12,12.0,-0.13104166666666667,1.5474999999999999,0.66,44.0,0.36395833333333333,1.5074999999999998,0.88,44.0,0.5656249999999999,1.7875
700,0.51,2.04,6.02,-0.2908447126464202,0.75,0.04,8.0,-0.23958333333333334,1.225,0.08,8.0,-0.20291666666666672,1.685,1.2000000000000002,80.00000000000001,0.8237500000000001,1.065,0.72,36.0,0.3837499999999999,2.045
800,0.495,1.98,5.99,-0.20570264658630388,1.0,0.04,8.0,-0.2314583333333334,1.2025,0.36,36.0,0.06187499999999993,1.3824999999999998,0.06,4.0,-0.213125,2.1825,1.52,76.0,1.1252083333333334,1.2225
900,0.42500000000000004,1.7000000000000002,5.8500000000000005,-0.33574267928747226,0.75,0.04,8.0,-0.1935416666666667,1.0975000000000001,0.12,12.0,-0.12020833333333336,1.5175,0.66,44.0,0.37479166666666663,1.4775,0.88,44.0,0.5764583333333333,1.7575000000000003
1000,0.45499999999999996,1.8199999999999998,5.91,-0.37448865503996087,1.0,0.04,8.0,-0.20979166666666668,1.1424999999999998,0.84,84.0,0.5235416666666667,0.8424999999999999,0.06,4.0,-0.19145833333333334,2.1224999999999996,0.88,44.0,0.5602083333333333,1.8025
1100,0.33,1.32,5.66,-0.3763440827925457,1.0,0.02,4.0,-0.16041666666666665,0.975,0.4,40.0,0.18791666666666673,1.095,0.66,44.0,0.42624999999999996,1.335,0.24,12.0,0.04124999999999998,2.255
1200,0.51,2.04,6.02,-0.3029612732520066,1.0,0.14,28.000000000000004,-0.14791666666666659,1.125,0.12,12.0,-0.16624999999999995,1.645,0.8999999999999999,60.0,0.54875,1.3650000000000002,0.88,44.0,0.5304166666666668,1.8850000000000002
1300,0.575,2.3,6.149999999999999,-0.27246436560466214,1.0,0.16,32.0,-0.16479166666666673,1.2025,0.04,4.0,-0.27479166666666666,1.8224999999999998,0.66,44.0,0.29354166666666665,1.7025,1.44,72.0,1.0085416666666667,1.4224999999999999
1400,0.4,1.6,5.8,-0.4060150344225224,0.75,0.04,8.0,-0.18,1.06,0.72,72.0,0.4433333333333333,0.8800000000000001,0.12,8.0,-0.10666666666666667,1.98,0.72,36.0,0.4433333333333333,1.8800000000000001
1500,0.535,2.14,6.07,-0.4897218834539845,0.75,0.04,8.0,-0.25312500000000004,1.2625,0.56,56.00000000000001,0.2235416666666667,1.2425,0.66,44.0,0.3152083333333334,1.6425,0.88,44.0,0.516875,1.9225
1600,0.75,3.0,6.5,-0.12392129696326837,1.0,0.3,60.0,-0.1312500000000001,1.325,0.28,28.000000000000004,-0.1495833333333333,1.845,0.66,44.0,0.19875000000000007,1.9649999999999999,1.76,88.0,1.2070833333333333,1.365
1700,0.495,1.98,5.989999999999999,-0.4297872313876292,0.75,0.04,8.0,-0.23145833333333338,1.2025,0.4,40.0,0.09854166666666667,1.3424999999999998,0.66,44.0,0.33687500000000004,1.5825,0.88,44.0,0.5385416666666667,1.8625
1800,0.305,1.22,5.609999999999999,-0.20038973505622915,0.75,0.04,8.0,-0.12854166666666667,0.9175,0.12,12.0,-0.05520833333333335,1.3375,0.18,12.0,-0.00020833333333331733,1.7775,0.88,44.0,0.6414583333333334,1.5775000000000001
1900,0.34500000000000003,1.3800000000000001,5.6899999999999995,-0.09616342538037626,1.0,0.36,72.0,0.14312500000000006,0.6575000000000001,0.2,20.0,-0.0035416666666666166,1.3175000000000001,0.66,44.0,0.41812499999999997,1.3575,0.16,8.0,-0.04020833333333332,2.3575
2000,0.45499999999999996,1.8199999999999998,5.909999999999999,-0.5073047822493386,1.0,0.04,8.0,-0.20979166666666668,1.1424999999999998,0.72,72.0,0.4135416666666667,0.9624999999999999,0.66,44.0,0.3585416666666666,1.5225,0.4,20.0,0.12020833333333336,2.2824999999999998
2100,0.67,2.68,6.34,-0.03286384743767745,0.5,0.38,76.0,-0.014583333333333243,1.125,0.76,76.0,0.33375000000000005,1.245,0.66,44.0,0.2420833333333333,1.8450000000000002,0.88,44.0,0.4437500000000001,2.125
