episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley
200,0.845,3.38,13.45,-0.23817596159567644,1.0,0.36,72.0,-0.29798611111111106,1.0,100.0,1.0709027777777778,0.18,12.0,-0.6829861111111112,1.84,92.0,2.8675694444444444
400,0.42,1.68,9.2,0.2851985572837986,1.0,0.5,100.0,0.5386111111111109,0.44,44.0,0.41027777777777785,0.42000000000000004,28.000000000000004,0.36750000000000005,0.32,16.0,0.15361111111111111
600,0.63,2.52,11.299999999999999,-0.12018946053748092,1.0,0.46,92.0,0.1876388888888889,0.28,28.000000000000004,-0.1973611111111112,1.1400000000000001,76.00000000000001,1.6420833333333333,0.64,32.0,0.5726388888888889
800,0.6000000000000001,2.4000000000000004,11.000000000000002,-0.3233082698238614,1.0,0.12,24.0,-0.5016666666666665,0.64,64.0,0.6105555555555556,1.08,72.00000000000001,1.551666666666667,0.56,28.000000000000004,0.4394444444444446
1000,0.605,2.42,11.049999999999999,-0.16989247264777396,1.0,0.32,64.0,-0.08020833333333342,0.16,16.0,-0.42243055555555553,0.42000000000000004,28.000000000000004,0.13368055555555544,1.52,76.0,2.486458333333333
1200,0.505,2.02,10.05,-0.47061994446076794,1.0,0.1,20.0,-0.424375,0.64,64.0,0.7306250000000001,0.72,48.0,0.9017361111111111,0.56,28.000000000000004,0.5595138888888891
1400,0.34,1.36,8.4,-0.058227846723464705,1.0,0.3,60.0,0.21194444444444455,0.32,32.0,0.2547222222222223,0.18,12.0,-0.0447222222222223,0.56,28.000000000000004,0.7680555555555557
1600,0.4650000000000001,1.8600000000000003,9.650000000000002,-0.3328636834301193,1.0,0.24,48.0,-0.07437499999999984,0.92,92.0,1.3800694444444446,0.06,4.0,-0.459375,0.64,32.0,0.7811805555555555
1800,0.265,1.06,7.65,-0.2986647908140976,0.75,0.48,96.0,0.6917361111111111,0.44,44.0,0.6061805555555555,0.06,4.0,-0.20659722222222215,0.08,4.0,-0.16381944444444446
2000,0.3,1.2,7.999999999999999,-0.25293132220374415,0.75,0.36,72.0,0.39083333333333337,0.04,4.0,-0.29361111111111116,0.72,48.0,1.1608333333333334,0.08,4.0,-0.2080555555555555
2200,0.45000000000000007,1.8000000000000003,9.5,-0.1763691241009142,1.0,0.32,64.0,0.11569444444444454,0.08,8.0,-0.3976388888888888,1.32,88.0,2.2545833333333336,0.08,4.0,-0.3976388888888888
2400,0.79,3.16,12.899999999999999,-0.3609841822847557,1.0,0.02,4.0,-0.9556944444444444,0.0,0.0,-0.9984722222222222,1.3800000000000001,92.0,1.9531944444444445,1.76,88.0,2.765972222222222
2600,0.22,0.88,7.199999999999999,-0.5652173881226521,1.0,0.22,44.0,0.19249999999999995,0.36,36.0,0.49194444444444435,0.30000000000000004,20.000000000000004,0.3636111111111112,0.0,0.0,-0.2780555555555555
2800,0.34,1.36,8.400000000000002,-0.1795288378500286,0.75,0.04,8.0,-0.34416666666666657,0.0,0.0,-0.4297222222222223,1.32,88.0,2.3936111111111114,0.0,0.0,-0.4297222222222222
3000,0.38,1.52,8.8,-0.2049792525977563,0.75,0.2,40.0,-0.052499999999999956,0.0,0.0,-0.4802777777777778,1.32,88.0,2.343055555555555,0.0,0.0,-0.48027777777777775
3200,0.6100000000000001,2.4400000000000004,11.100000000000001,-0.3339649448734825,1.0,0.04,8.0,-0.6854166666666667,0.84,84.0,1.0256944444444445,1.32,88.0,2.0523611111111113,0.24,12.0,-0.2576388888888888
3400,0.75,3.0,12.5,-0.1646660507239326,1.0,0.2,40.0,-0.5201388888888887,0.64,64.0,0.4209722222222223,0.24,16.0,-0.43458333333333343,1.92,96.0,3.15875
3600,0.255,1.02,7.550000000000001,-0.18618365559108407,0.75,0.02,4.0,-0.27951388888888884,0.04,4.0,-0.23673611111111104,0.96,64.0,1.7310416666666666,0.0,0.0,-0.32229166666666664
3800,0.5700000000000001,2.2800000000000002,10.7,-0.3053152034023032,1.0,0.44,88.0,0.22069444444444458,0.4,40.0,0.135138888888889,1.44,96.0,2.359583333333333,0.0,0.0,-0.7204166666666666
4000,0.605,2.42,11.049999999999997,-0.30909090845502085,1.0,0.06,12.0,-0.6363194444444447,0.08,8.0,-0.5935416666666666,1.32,88.0,2.058680555555555,0.96,48.0,1.2886805555555556
4200,0.525,2.1,10.25,-0.3072248474703696,1.0,0.06,12.0,-0.5352083333333335,0.72,72.0,0.8764583333333333,1.32,88.0,2.1597916666666666,0.0,0.0,-0.6635416666666667
4400,0.445,1.78,9.45,-0.24876370617740595,1.0,0.06,12.0,-0.43409722222222225,0.4,40.0,0.2931250000000001,1.32,88.0,2.2609027777777784,0.0,0.0,-0.5624305555555555
4600,0.365,1.46,8.649999999999999,-0.19530767597058674,1.0,0.06,12.0,-0.3329861111111112,0.08,8.0,-0.2902083333333334,1.32,88.0,2.362013888888889,0.0,0.0,-0.4613194444444444
4800,0.35500000000000004,1.4200000000000002,8.55,-0.18894575180228634,1.0,0.06,12.0,-0.3203472222222222,0.04,4.0,-0.36312499999999986,1.32,88.0,2.3746527777777775,0.0,0.0,-0.4486805555555556
5000,0.365,1.46,8.649999999999999,-0.19530767597058674,1.0,0.06,12.0,-0.3329861111111112,0.08,8.0,-0.2902083333333334,1.32,88.0,2.362013888888889,0.0,0.0,-0.4613194444444444
5200,0.365,1.46,8.649999999999999,-0.19530767597058674,1.0,0.06,12.0,-0.3329861111111112,0.08,8.0,-0.2902083333333334,1.32,88.0,2.362013888888889,0.0,0.0,-0.4613194444444444
5400,0.365,1.46,8.649999999999999,-0.19530767597058674,1.0,0.06,12.0,-0.3329861111111112,0.08,8.0,-0.2902083333333334,1.32,88.0,2.362013888888889,0.0,0.0,-0.4613194444444444
5600,0.355,1.42,8.55,-0.27961223791810186,1.0,0.02,4.0,-0.4059027777777777,0.44,44.0,0.4924305555555556,0.96,64.0,1.6046527777777775,0.0,0.0,-0.44868055555555547
5800,0.8300000000000001,3.3200000000000003,13.3,-0.36342202714638705,0.75,0.1,20.0,-0.8351388888888889,0.0,0.0,-1.049027777777778,1.3800000000000001,92.0,1.902638888888889,1.84,92.0,2.886527777777778
6000,0.8300000000000001,3.3200000000000003,13.3,-0.36342202714638705,0.75,0.1,20.0,-0.8351388888888889,0.0,0.0,-1.049027777777778,1.3800000000000001,92.0,1.902638888888889,1.84,92.0,2.886527777777778
6200,0.8300000000000001,3.3200000000000003,13.3,-0.36342202714638705,0.75,0.1,20.0,-0.8351388888888889,0.0,0.0,-1.049027777777778,1.3800000000000001,92.0,1.902638888888889,1.84,92.0,2.886527777777778
6400,0.56,2.24,10.600000000000001,-0.21927710805598988,1.0,0.1,20.0,-0.49388888888888877,0.0,0.0,-0.7077777777777778,0.30000000000000004,20.000000000000004,-0.06611111111111106,1.84,92.0,3.227777777777778
6600,0.71,2.84,12.100000000000001,-0.1841883925836647,0.75,0.32,64.0,-0.21291666666666645,0.84,84.0,0.8993055555555552,0.96,64.0,1.1559722222222222,0.72,36.0,0.642638888888889
6800,0.71,2.84,12.100000000000001,-0.1841883925836647,0.75,0.32,64.0,-0.21291666666666645,0.84,84.0,0.8993055555555552,0.96,64.0,1.1559722222222222,0.72,36.0,0.642638888888889
7000,0.8700000000000001,3.4800000000000004,13.700000000000003,-0.2294465334419269,0.75,0.32,64.0,-0.41513888888888884,0.84,84.0,0.6970833333333333,0.96,64.0,0.95375,1.36,68.0,1.8093055555555562
7200,0.71,2.84,12.100000000000001,-0.1841883925836647,0.75,0.32,64.0,-0.21291666666666645,0.84,84.0,0.8993055555555552,0.96,64.0,1.1559722222222222,0.72,36.0,0.642638888888889
