episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley
200,0.845,3.38,8.379999999999999,0.0009730793371706126,1.0,0.5,100.0,0.0008333333333333109,0.96,96.0,0.5630555555555555,1.2000000000000002,80.00000000000001,0.8563888888888891,0.72,36.0,0.26972222222222203
400,0.845,3.38,8.379999999999999,-0.22969432185534222,0.75,0.32,64.0,-0.21916666666666668,1.0,100.0,0.6119444444444444,0.78,52.0,0.3430555555555555,1.28,64.0,0.9541666666666666
600,0.64,2.56,7.5600000000000005,-0.3373287660928117,1.0,0.02,4.0,-0.43777777777777777,0.56,56.00000000000001,0.2222222222222223,0.54,36.00000000000001,0.19777777777777786,1.44,72.0,1.2977777777777777
800,0.415,1.66,6.66,-0.34308425919392604,1.0,0.16,32.0,-0.10416666666666667,0.96,96.0,0.873611111111111,0.54,36.00000000000001,0.3602777777777778,0.0,0.0,-0.2997222222222222
1000,0.8049999999999999,3.2199999999999998,8.219999999999999,-0.3548044585246335,1.0,0.02,4.0,-0.5569444444444445,0.6,60.0,0.15194444444444433,0.8400000000000001,56.00000000000001,0.4452777777777779,1.76,88.0,1.569722222222222
1200,0.735,2.94,7.94,-0.41197739998121596,1.0,0.02,4.0,-0.5063888888888888,0.84,84.0,0.49583333333333324,1.44,96.0,1.2291666666666667,0.64,32.0,0.25138888888888894
1400,0.23500000000000001,0.9400000000000001,5.9399999999999995,-0.3297355613669466,1.0,0.02,4.0,-0.14527777777777778,0.56,56.00000000000001,0.5147222222222223,0.36,24.0,0.2702777777777778,0.0,0.0,-0.16972222222222222
1600,0.575,2.3,7.3,-0.10178529933539826,1.0,0.5,100.0,0.1958333333333333,0.24,24.0,-0.12194444444444447,1.32,88.0,1.1980555555555554,0.24,12.0,-0.12194444444444447
1800,0.21000000000000002,0.8400000000000001,5.84,-0.298360653183553,1.0,0.02,4.0,-0.12722222222222224,0.28,28.000000000000004,0.1905555555555556,0.54,36.00000000000001,0.5083333333333334,0.0,0.0,-0.15166666666666667
2000,0.41999999999999993,1.6799999999999997,6.68,-0.35006973331232527,1.0,0.02,4.0,-0.2788888888888889,0.12,12.0,-0.15666666666666668,0.8999999999999999,60.0,0.7966666666666665,0.64,32.0,0.4788888888888889
