episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley
200,0.785,3.14,12.85,-0.2443562385115805,1.0,0.24,48.0,-0.4788194444444444,0.96,96.0,1.0611805555555553,1.3800000000000001,92.0,1.9595138888888892,0.56,28.000000000000004,0.20562500000000017
400,0.77,3.08,12.700000000000001,-0.23857867961515145,1.0,0.22,44.0,-0.5026388888888887,0.64,64.0,0.3956944444444448,0.78,52.0,0.6951388888888889,1.44,72.0,2.1068055555555554
600,0.69,2.76,11.899999999999999,-0.2560662285778037,1.0,0.36,72.0,-0.10208333333333341,0.4,40.0,-0.016527777777777627,0.0,0.0,-0.8720833333333333,2.0,100.0,3.4056944444444444
800,0.49,1.96,9.899999999999999,-0.2159250579622174,1.0,0.22,44.0,-0.14875000000000016,0.4,40.0,0.23624999999999996,1.26,84.0,2.0756944444444443,0.08,4.0,-0.44819444444444445
1000,0.375,1.5,8.75,-0.25356125251169925,1.0,0.16,32.0,-0.13173611111111108,0.48,48.0,0.5527083333333334,0.78,52.0,1.194375,0.08,4.0,-0.30284722222222216
1200,0.6900000000000001,2.7600000000000002,11.9,-0.341974837445552,1.0,0.38,76.0,-0.05930555555555557,0.0,0.0,-0.8720833333333333,0.78,52.0,0.79625,1.6,80.0,2.550138888888889
1400,0.54,2.16,10.4,-0.21499013683461143,1.0,0.22,44.0,-0.21194444444444438,0.68,68.0,0.7719444444444445,0.78,52.0,0.9858333333333331,0.48,24.0,0.3441666666666666
1600,0.28,1.12,7.800000000000001,-0.20414201091823503,0.75,0.22,44.0,0.1166666666666667,0.04,4.0,-0.2683333333333333,0.78,52.0,1.3144444444444445,0.08,4.0,-0.18277777777777776
1800,0.545,2.18,10.450000000000001,0.08287841284697262,1.0,0.36,72.0,0.0811805555555555,0.4,40.0,0.1667361111111113,0.78,52.0,0.979513888888889,0.64,32.0,0.6800694444444444
2000,0.37,1.48,8.7,-0.24696356171450096,1.0,0.22,44.0,0.0029166666666664842,0.4,40.0,0.38791666666666674,0.78,52.0,1.2006944444444445,0.08,4.0,-0.2965277777777777
2200,0.41000000000000003,1.6400000000000001,9.1,-0.3017751467971521,1.0,0.22,44.0,-0.04763888888888897,0.56,56.00000000000001,0.6795833333333334,0.78,52.0,1.150138888888889,0.08,4.0,-0.3470833333333333
2400,0.465,1.86,9.650000000000002,-0.32181749804011717,1.0,0.12,24.0,-0.33104166666666673,0.88,88.0,1.294513888888889,0.78,52.0,1.0806250000000002,0.08,4.0,-0.4165972222222221
2600,0.605,2.42,11.049999999999999,-0.19315403368426565,1.0,0.32,64.0,-0.08020833333333338,0.16,16.0,-0.42243055555555575,1.3800000000000001,92.0,2.187013888888889,0.56,28.000000000000004,0.43312499999999987
2800,0.10000000000000002,0.4000000000000001,6.0,-0.24528301645120276,0.75,0.02,4.0,-0.08361111111111114,0.0,0.0,-0.1263888888888889,0.30000000000000004,20.000000000000004,0.515277777777778,0.08,4.0,0.04472222222222225
3000,0.32,1.28,8.200000000000001,-0.2736842096644243,1.0,0.1,20.0,-0.19055555555555564,0.0,0.0,-0.4044444444444445,0.30000000000000004,20.000000000000004,0.23722222222222242,0.88,44.0,1.4777777777777779
