episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.775,3.1,9.65,-0.24080729787848365,1.0,0.26,52.0,-0.30243055555555565,2.1775,0.84,84.0,0.5836805555555558,2.0975,0.72,48.0,0.40034722222222213,2.7175000000000002,1.28,64.0,1.2559027777777778,2.6574999999999998
200,0.65,2.6,8.899999999999999,-0.2879896677336611,1.0,0.08,16.0,-0.4645833333333333,2.045,0.28,28.000000000000004,-0.1590277777777777,2.3449999999999998,1.44,96.0,1.6131944444444442,1.685,0.8,40.0,0.6354166666666666,2.825
300,0.555,2.22,8.330000000000002,0.13050638225777744,1.0,0.4,80.0,0.11006944444444447,1.4875000000000003,0.4,40.0,0.11006944444444447,1.9875000000000003,0.54,36.00000000000001,0.3239583333333333,2.3475,0.88,44.0,0.843402777777778,2.5075000000000003
400,0.98,3.92,10.880000000000003,-0.3261767126714721,1.0,0.22,44.0,-0.548611111111111,2.7300000000000004,0.64,64.0,0.09305555555555553,2.81,1.3800000000000001,92.0,1.2236111111111114,2.5700000000000003,1.68,84.0,1.6819444444444445,2.7700000000000005
500,0.41000000000000003,1.6400000000000001,7.460000000000001,-0.00407497844672533,1.0,0.3,60.0,0.08819444444444446,1.225,0.24,24.0,-0.00347222222222221,1.7850000000000001,0.30000000000000004,20.000000000000004,0.08819444444444452,2.225,0.8,40.0,0.8520833333333334,2.225
600,0.405,1.62,7.43,-0.2707581208562231,1.0,0.26,52.0,0.03159722222222219,1.2525000000000002,0.68,68.0,0.673263888888889,1.3325,0.12,8.0,-0.18229166666666666,2.3925,0.56,28.000000000000004,0.48993055555555565,2.4525
700,0.4,1.6,7.4,-0.3368055538845487,1.0,0.22,44.0,-0.02500000000000001,1.28,0.76,76.0,0.7999999999999999,1.24,0.06,4.0,-0.26944444444444443,2.44,0.56,28.000000000000004,0.4944444444444445,2.44
800,0.56,2.24,8.36,-0.26067415628349955,1.0,0.42,84.0,0.1361111111111111,1.4800000000000002,0.12,12.0,-0.3222222222222223,2.2800000000000002,1.1400000000000001,76.00000000000001,1.2361111111111112,1.76,0.56,28.000000000000004,0.35,2.84
900,0.33999999999999997,1.3599999999999999,7.039999999999999,-0.22531645346271434,1.0,0.44,88.0,0.3652777777777778,0.9099999999999999,0.24,24.0,0.05972222222222219,1.6099999999999999,0.12,8.0,-0.12361111111111109,2.2299999999999995,0.56,28.000000000000004,0.5486111111111112,2.29
1000,0.5,2.0,7.999999999999999,-0.3162393150821827,1.0,0.1,20.0,-0.29861111111111105,1.65,0.8,80.0,0.7708333333333333,1.45,0.06,4.0,-0.3597222222222223,2.69,1.04,52.0,1.1375,2.21
1100,0.72,2.88,9.319999999999999,-0.2583547552017895,1.0,0.22,44.0,-0.3138888888888889,2.08,0.76,76.0,0.5111111111111108,2.04,0.06,4.0,-0.5583333333333333,3.2399999999999998,1.84,92.0,2.161111111111111,1.9599999999999997
1200,0.5800000000000001,2.3200000000000003,8.48,-0.07401574681371437,1.0,0.3,60.0,-0.06527777777777771,1.6500000000000001,0.92,92.0,0.8819444444444444,1.5300000000000002,0.54,36.00000000000001,0.30138888888888893,2.41,0.56,28.000000000000004,0.3319444444444445,2.89
1300,0.565,2.26,8.39,-0.22950482770886094,1.0,0.18,36.0,-0.23506944444444444,1.7325,0.08,8.0,-0.3878472222222222,2.3325,1.44,96.0,1.6899305555555553,1.4725,0.56,28.000000000000004,0.34548611111111116,2.8525
1400,1.0150000000000001,4.0600000000000005,11.090000000000002,-0.173623115984185,1.0,0.44,88.0,-0.24409722222222213,2.5975000000000006,0.72,72.0,0.18368055555555562,2.817500000000001,1.3800000000000001,92.0,1.1920138888888892,2.6575000000000006,1.52,76.0,1.405902777777778,3.0175000000000005
1500,0.43500000000000005,1.7400000000000002,7.61,-0.27248079364448974,1.0,0.3,60.0,0.06562500000000004,1.2875,0.76,76.0,0.7684027777777778,1.3275000000000001,0.12,8.0,-0.20937500000000012,2.4675000000000002,0.56,28.000000000000004,0.4628472222222223,2.5275
1600,0.6950000000000001,2.7800000000000002,9.170000000000002,-0.24441047131972038,1.0,0.3,60.0,-0.1690972222222222,1.9375000000000002,0.76,76.0,0.5336805555555557,1.9775000000000003,0.12,8.0,-0.44409722222222214,3.1175,1.6,80.0,1.8170138888888894,2.1375
1700,0.43500000000000005,1.7400000000000002,7.61,-0.27248079364448974,1.0,0.3,60.0,0.06562500000000004,1.2875,0.76,76.0,0.7684027777777778,1.3275000000000001,0.12,8.0,-0.20937500000000012,2.4675000000000002,0.56,28.000000000000004,0.4628472222222223,2.5275
1800,0.43500000000000005,1.7400000000000002,7.61,-0.27248079364448974,1.0,0.3,60.0,0.06562500000000004,1.2875,0.76,76.0,0.7684027777777778,1.3275000000000001,0.12,8.0,-0.20937500000000012,2.4675000000000002,0.56,28.000000000000004,0.4628472222222223,2.5275
1900,0.41500000000000004,1.6600000000000001,7.49,-0.24326710658692763,1.0,0.3,60.0,0.08368055555555563,1.2375,0.76,76.0,0.7864583333333333,1.2775,0.12,8.0,-0.19131944444444451,2.4175,0.48,24.0,0.35868055555555545,2.5575
2000,0.45999999999999996,1.8399999999999999,7.76,-0.2206076606620373,1.0,0.2,40.0,-0.10972222222222225,1.45,0.96,96.0,1.051388888888889,1.19,0.12,8.0,-0.23194444444444434,2.53,0.56,28.000000000000004,0.4402777777777778,2.59
2100,0.345,1.38,7.0699999999999985,-0.23548181010964409,1.0,0.18,36.0,-0.03645833333333338,1.1824999999999999,0.52,52.0,0.48298611111111117,1.3424999999999998,0.12,8.0,-0.12812499999999996,2.2424999999999997,0.56,28.000000000000004,0.5440972222222222,2.3024999999999998
