episode,avg_contribution,total_contribution,social_welfare,fairness,action_diversity,agent_0_contrib,agent_0_norm_contrib,agent_0_shapley,agent_0_payoff,agent_1_contrib,agent_1_norm_contrib,agent_1_shapley,agent_1_payoff,agent_2_contrib,agent_2_norm_contrib,agent_2_shapley,agent_2_payoff,agent_3_contrib,agent_3_norm_contrib,agent_3_shapley,agent_3_payoff
100,0.75,3.0,12.5,-0.2846715324609119,0.5,0.0,0.0,-0.9479166666666666,3.125,1.0,100.0,1.1909722222222223,2.625,0.0,0.0,-0.9479166666666665,4.125,2.0,100.0,3.3298611111111116,2.625
200,0.8125,3.25,13.125,-0.3158878500625091,0.75,0.0,0.0,-1.0269097222222223,3.34375,0.5,50.0,0.04253472222222218,3.34375,0.75,50.0,0.5772569444444444,3.59375,2.0,100.0,3.250868055555555,2.84375
300,0.125,0.5,6.25,-0.17333333204601908,0.5,0.5,100.0,0.9114583333333334,0.4375,0.0,0.0,-0.1579861111111111,1.4375,0.0,0.0,-0.1579861111111111,1.9375,0.0,0.0,-0.1579861111111111,2.4375
400,0.75,3.0,12.5,-0.2846715324609119,0.75,0.25,50.0,-0.4131944444444444,2.875,0.0,0.0,-0.9479166666666665,3.625,0.75,50.0,0.65625,3.375,2.0,100.0,3.329861111111111,2.625
500,0.5625,2.25,10.625,-0.19931856865864805,0.75,0.25,50.0,-0.1762152777777778,2.21875,0.0,0.0,-0.7109375,2.96875,0.0,0.0,-0.7109375,3.46875,2.0,100.0,3.5668402777777777,1.96875
600,0.4375,1.75,9.375,-0.3486590029810315,0.5,0.25,50.0,-0.018229166666666678,1.78125,0.5,50.0,0.5164930555555556,2.03125,0.0,0.0,-0.5529513888888888,3.03125,1.0,50.0,1.5859375,2.53125
700,0.75,3.0,12.5,-0.41935483808176,0.75,0.0,0.0,-0.9479166666666665,3.125,0.5,50.0,0.12152777777777787,3.125,1.5,100.0,2.2604166666666665,2.625,1.0,50.0,1.1909722222222223,3.625
800,0.1875,0.75,6.875,-0.1733333324751236,0.5,0.0,0.0,-0.23697916666666663,1.15625,0.0,0.0,-0.23697916666666663,1.65625,0.75,50.0,1.3671875,1.40625,0.0,0.0,-0.23697916666666663,2.65625
900,1.0625,4.25,15.625,-0.27536231840602854,0.5,0.25,50.0,-0.8081597222222222,3.96875,0.5,50.0,-0.27343749999999994,4.21875,1.5,100.0,1.8654513888888888,3.71875,2.0,100.0,2.9348958333333335,3.71875
1000,0.875,3.5,13.75,-0.34865900340622447,0.5,0.0,0.0,-1.1059027777777777,3.5625,0.0,0.0,-1.1059027777777777,4.0625,1.5,100.0,2.1024305555555554,3.0625,2.0,100.0,3.1718749999999996,3.0625
